transaction_id,invoice_id,payment_amount,payment_delay_days
TXN_0710,INV_0710,105615.77,-5
TXN_0711,INV_0711,19554.82,52
TXN_0712,INV_0712,114264.46,-5
TXN_0713,INV_0713,116158.06,37
TXN_0714,INV_0714,84726.77,5
TXN_0715,INV_0715,104449.34,54
TXN_0716,INV_0716,139192.26,-1
TXN_0717,INV_0717,83742.33,-5
TXN_0718,INV_0718,76672.52,3
TXN_0719,INV_0719,23695.95,1
TXN_0720,INV_0720,28319.62,1
TXN_0721,INV_0721,104977.19,-1
TXN_0723,INV_0723,82169.97,5
TXN_0724,INV_0724,102323.3,5
TXN_0725,INV_0725,71294.43,-4
TXN_0726,INV_0726,17803.32,2
TXN_0727,INV_0727,87179.23,3
TXN_0728,INV_0728,77879.18,-1
TXN_0729,INV_0729,720.49,879
TXN_0730,INV_0730,71162.74,-4
TXN_0731,INV_0731,31785.97,16
TXN_0732,INV_0732,145513.62,2
TXN_0733,INV_0733,89666.95,-2
TXN_0734,INV_0734,44472.82,4
TXN_0735,INV_0735,63495.26,-5
TXN_0736,INV_0736,58394.68,-5
TXN_0737,INV_0737,120020.8,27
TXN_0738,INV_0738,45331.51,-1
TXN_0740,INV_0740,136011.51,1
TXN_0741,INV_0741,100729.84,30
TXN_0742,INV_0742,68306.86,-5
TXN_0743,INV_0743,11147.85,44
TXN_0744,INV_0744,38057.75,55
TXN_0745,INV_0745,15819.76,3
TXN_0746,INV_0746,55244.13,-4
TXN_0747,INV_0747,130485.14,2
TXN_0748,INV_0748,119009.64,-5
TXN_0749,INV_0749,102588.42,-1
TXN_0750,INV_0750,127155.39,-4
TXN_0751,INV_0751,115979.14,1
TXN_0752,INV_0752,111534.06,23
TXN_0753,INV_0753,17465.11,507
TXN_0754,INV_0754,6244.69,4
TXN_0755,INV_0755,18128.52,-3
TXN_0756,INV_0756,40786.59,4
TXN_0757,INV_0757,103559.09,42
TXN_0759,INV_0759,39302.88,-3
TXN_0760,INV_0760,143079.16,1
TXN_0761,INV_0761,59814.88,4
TXN_0762,INV_0762,100933.55,1
TXN_0763,INV_0763,122910.6,31
TXN_0764,INV_0764,55902.05,1
TXN_0766,INV_0766,23531.42,24
TXN_0767,INV_0767,146008.35,-3
TXN_0768,INV_0768,109470.04,-2
TXN_0769,INV_0769,98412.26,-5
TXN_0770,INV_0770,122291.56,-5
TXN_0771,INV_0771,143458.5,1
TXN_0772,INV_0772,148347.47,-3
TXN_0773,INV_0773,29020.58,4
TXN_0774,INV_0774,99539.3,-5
TXN_0775,INV_0775,93913.13,4
TXN_0776,INV_0776,84070.53,44
TXN_0777,INV_0777,61775.95,0
TXN_0778,INV_0778,11084.76,699
TXN_0779,INV_0779,14138.66,-1
TXN_0780,INV_0780,25968.56,1
TXN_0781,INV_0781,31164.1,-5
TXN_0782,INV_0782,81608.44,-5
TXN_0783,INV_0783,105184.75,-4
TXN_0784,INV_0784,108941.08,32
TXN_0785,INV_0785,124314.53,-4
TXN_0786,INV_0786,135110.42,39
TXN_0787,INV_0787,56488.89,3
TXN_0788,INV_0788,140509.35,-3
TXN_0789,INV_0789,139181.84,-3
TXN_0790,INV_0790,15474.6,2
TXN_0791,INV_0791,55882.36,5
TXN_0792,INV_0792,7906.75,837
TXN_0793,INV_0793,62991.2,10
TXN_0794,INV_0794,32371.15,4
TXN_0795,INV_0795,144635.64,5
TXN_0796,INV_0796,77506.09,-5
TXN_0797,INV_0797,144412.75,-3
TXN_0798,INV_0798,101947.55,0
TXN_0799,INV_0799,141667.28,50
TXN_0800,INV_0800,35922.7,19
TXN_0801,INV_0801,111987.33,55
TXN_0804,INV_0804,102906.15,0
TXN_0805,INV_0805,7185.66,1015
TXN_0806,INV_0806,88770.75,-4
TXN_0807,INV_0807,51116.43,-3
TXN_0808,INV_0808,139298.72,-2
TXN_0809,INV_0809,115515.62,1
TXN_0810,INV_0810,28460.71,-2
TXN_0811,INV_0811,31586.17,0
TXN_0812,INV_0812,5914.85,4
TXN_0813,INV_0813,100850.92,2
TXN_0814,INV_0814,51221.38,-4
TXN_0816,INV_0816,33144.81,-2
TXN_0817,INV_0817,6526.92,761
TXN_0818,INV_0818,27052.68,728
TXN_0819,INV_0819,22159.76,2
TXN_0820,INV_0820,77041.04,1
TXN_0821,INV_0821,26504.81,2
TXN_0822,INV_0822,111507.86,0
TXN_0823,INV_0823,134204.8,3
TXN_0824,INV_0824,117793.31,-4
TXN_0825,INV_0825,80866.55,3
TXN_0826,INV_0826,69109.29,24
TXN_0827,INV_0827,57123.81,-5
TXN_0828,INV_0828,66279.82,2
TXN_0829,INV_0829,147937.84,5
TXN_0830,INV_0830,59340.3,4
TXN_0831,INV_0831,27463.91,0
TXN_0832,INV_0832,123234.94,4
TXN_0834,INV_0834,43848.82,-5
TXN_0835,INV_0835,72862.38,4
TXN_0836,INV_0836,80309.26,-3
TXN_0837,INV_0837,30455.43,-1
TXN_0838,INV_0838,145163.61,0
TXN_0839,INV_0839,7062.55,5
TXN_0840,INV_0840,73408.89,1
TXN_0841,INV_0841,62365.95,4
TXN_0842,INV_0842,77569.78,3
TXN_0843,INV_0843,115576.35,-2
TXN_0844,INV_0844,115592.32,1
TXN_0845,INV_0845,20893.06,5
TXN_0846,INV_0846,118094.37,0
TXN_0847,INV_0847,61383.38,-3
TXN_0848,INV_0848,115485.82,33
TXN_0849,INV_0849,44910.99,4
TXN_0850,INV_0850,121915.43,-4
TXN_0851,INV_0851,69776.99,59
TXN_0852,INV_0852,116550.33,2
TXN_0853,INV_0853,10092.22,-4
TXN_0854,INV_0854,59690.04,5
TXN_0855,INV_0855,11674.26,837
TXN_0856,INV_0856,98435.79,-2
TXN_0857,INV_0857,127145.11,51
TXN_0858,INV_0858,31336.62,55
TXN_0859,INV_0859,84733.9,4
TXN_0860,INV_0860,75236.86,1
TXN_0861,INV_0861,147548.24,8
TXN_0862,INV_0862,141723.56,-3
TXN_0863,INV_0863,132133.85,-1
TXN_0864,INV_0864,121392.49,0
TXN_0865,INV_0865,94165.24,4
TXN_0866,INV_0866,50401.65,-3
TXN_0867,INV_0867,91694.17,42
TXN_0868,INV_0868,81132.72,5
TXN_0869,INV_0869,127753.66,-5
TXN_0870,INV_0870,149734.21,-4
TXN_0871,INV_0871,135474.52,45
TXN_0873,INV_0873,59176.88,-3
TXN_0874,INV_0874,149019.55,-3
TXN_0875,INV_0875,81982.55,3
TXN_0876,INV_0876,60324.71,55
TXN_0877,INV_0877,10675.16,34
TXN_0878,INV_0878,135391.32,2
TXN_0879,INV_0879,42591.52,-4
TXN_0880,INV_0880,28433.38,40
TXN_0881,INV_0881,73055.48,4
TXN_0882,INV_0882,375.82,948
TXN_0883,INV_0883,67277.97,4
TXN_0884,INV_0884,95827.21,-5
TXN_0885,INV_0885,89788.73,2
TXN_0886,INV_0886,3374.82,899
TXN_0887,INV_0887,96135.33,17
TXN_0888,INV_0888,146338.76,1
TXN_0889,INV_0889,120598.27,-1
TXN_0890,INV_0890,135411.62,55
TXN_0891,INV_0891,120886.27,2
TXN_0892,INV_0892,59225.53,-1
TXN_0893,INV_0893,40847.83,-3
TXN_0894,INV_0894,58245.72,2
TXN_0895,INV_0895,125402.35,1
TXN_0896,INV_0896,60765.83,0
TXN_0897,INV_0897,59243.7,22
TXN_0898,INV_0898,143699.96,-4
TXN_0899,INV_0899,111425.13,-3
TXN_0900,INV_0900,44832.89,-3
TXN_0901,INV_0901,92178.73,3
TXN_0902,INV_0902,15353.48,41
TXN_0903,INV_0903,137505.59,51
TXN_0904,INV_0904,144653.79,-2
TXN_0906,INV_0906,92352.92,20
TXN_0907,INV_0907,64963.3,0
TXN_0908,INV_0908,99448.71,56
TXN_0909,INV_0909,71251.25,-3
TXN_0910,INV_0910,22328.2,-4
TXN_0911,INV_0911,61972.49,4
TXN_0912,INV_0912,142860.27,5
TXN_0913,INV_0913,109737.53,4
TXN_0914,INV_0914,19572.24,-4
TXN_0915,INV_0915,88989.91,1
TXN_0916,INV_0916,104596.27,5
TXN_0918,INV_0918,41287.08,21
TXN_0919,INV_0919,45029.29,41
TXN_0920,INV_0920,21194.91,2
TXN_0921,INV_0921,57582.53,3
TXN_0922,INV_0922,109145.75,5
TXN_0923,INV_0923,83333.59,-2
TXN_0924,INV_0924,42810.86,0
TXN_0925,INV_0925,43711.98,-4
TXN_0926,INV_0926,97955.95,4
TXN_0927,INV_0927,115148.93,55
TXN_0928,INV_0928,140575.8,3
TXN_0929,INV_0929,1448.36,922
TXN_0930,INV_0930,82232.12,-2
TXN_0931,INV_0931,103346.81,-4
TXN_0932,INV_0932,13733.13,3
TXN_0933,INV_0933,19795.75,14
TXN_0934,INV_0934,127313.9,3
TXN_0935,INV_0935,99961.81,-2
TXN_0936,INV_0936,83360.55,5
TXN_0937,INV_0937,9165.64,26
TXN_0938,INV_0938,126112.98,3
TXN_0939,INV_0939,114044.78,3
TXN_0940,INV_0940,47794.14,3
TXN_0941,INV_0941,65958.32,37
TXN_0942,INV_0942,23324.0,1
TXN_0943,INV_0943,9553.76,49
TXN_0944,INV_0944,21069.13,1013
TXN_0945,INV_0945,95285.39,-3
TXN_0946,INV_0946,84196.94,0
TXN_0947,INV_0947,125046.53,-4
TXN_0948,INV_0948,88584.26,5
TXN_0949,INV_0949,14761.72,1
TXN_0950,INV_0950,63341.49,12
TXN_0951,INV_0951,139629.66,1
TXN_0952,INV_0952,59412.36,-5
TXN_0953,INV_0953,145867.94,-3
TXN_0954,INV_0954,67779.25,4
TXN_0955,INV_0955,66991.91,29
TXN_0956,INV_0956,123895.47,-1
TXN_0957,INV_0957,97153.43,5
TXN_0958,INV_0958,52858.04,1
TXN_0959,INV_0959,116007.16,-5
TXN_0960,INV_0960,10362.63,901
TXN_0961,INV_0961,14445.17,0
TXN_0963,INV_0963,49188.17,-4
TXN_0964,INV_0964,130182.7,-5
TXN_0965,INV_0965,89679.39,2
TXN_0966,INV_0966,91002.33,4
TXN_0968,INV_0968,83626.66,-4
TXN_0969,INV_0969,29130.66,57
TXN_0970,INV_0970,36490.05,19
TXN_0971,INV_0971,100562.56,-2
TXN_0972,INV_0972,61733.95,-5
TXN_0973,INV_0973,17466.54,-2
TXN_0974,INV_0974,89507.04,3
TXN_0975,INV_0975,27201.37,3
TXN_0976,INV_0976,44127.53,35
TXN_0977,INV_0977,85514.12,50
TXN_0978,INV_0978,96534.73,1
TXN_0979,INV_0979,63031.29,48
TXN_0980,INV_0980,61268.94,-5
TXN_0981,INV_0981,146931.68,-5
TXN_0982,INV_0982,12143.76,3
TXN_0983,INV_0983,29605.17,-3
TXN_0984,INV_0984,140818.94,2
TXN_0985,INV_0985,96857.54,1
TXN_0987,INV_0987,84194.17,8
TXN_0988,INV_0988,95307.53,4
TXN_0989,INV_0989,37977.3,3
TXN_0990,INV_0990,12644.15,4
TXN_0991,INV_0991,114710.72,0
TXN_0992,INV_0992,22177.47,5
TXN_0993,INV_0993,139788.05,4
TXN_0995,INV_0995,122269.73,2
TXN_0996,INV_0996,52568.83,-4
TXN_0998,INV_0998,35196.05,1
TXN_0999,INV_0999,8367.15,9
TXN_1000,INV_1000,109898.86,-2
