invoice_id,exporter_id,importer_country,invoice_amount,invoice_date,due_date,payment_date,status
INV_0305,EXP_048,Singapore,31265.55,2023-11-21,2024-02-19,,Overdue
INV_0306,EXP_045,USA,47039.42,2024-04-26,2024-06-25,,Overdue
INV_0307,EXP_028,UAE,97722.16,2023-11-20,2023-12-20,2023-12-15,Paid
INV_0308,EXP_004,Canada,10623.35,2025-02-14,2025-04-15,,Defaulted
INV_0309,EXP_043,UAE,84167.33,2025-08-08,2025-11-06,,Defaulted
INV_0310,EXP_040,UAE,76962.24,2023-01-16,2023-02-15,2023-02-10,Paid
INV_0311,EXP_009,Singapore,95871.56,2024-07-04,2024-08-18,2024-08-14,Paid
INV_0312,EXP_025,Germany,9359.7,2024-01-31,2024-04-30,2024-06-26,Paid Late
INV_0313,EXP_021,France,100417.6,2024-09-11,2024-10-11,2024-10-16,Paid
INV_0314,EXP_036,UAE,72717.0,2024-08-20,2024-10-04,2024-09-30,Paid
INV_0315,EXP_048,Germany,79317.81,2025-07-02,2025-08-01,2025-08-05,Paid
INV_0316,EXP_028,UK,145640.45,2025-09-29,2025-12-28,2025-12-29,Paid
INV_0317,EXP_048,UAE,40031.93,2025-07-24,2025-10-22,2025-10-25,Paid
INV_0318,EXP_016,USA,60582.95,2023-08-11,2023-09-25,2023-09-30,Paid
INV_0319,EXP_028,UK,149319.29,2025-08-23,2025-10-22,2025-10-18,Paid
INV_0320,EXP_043,UK,84539.65,2025-02-17,2025-03-19,2025-03-15,Paid
INV_0321,EXP_014,UAE,62336.97,2025-02-03,2025-03-20,,Overdue
INV_0322,EXP_027,UAE,74879.45,2023-07-17,2023-08-31,2023-09-04,Paid
INV_0323,EXP_018,Singapore,96589.92,2024-03-17,2024-04-16,2024-04-19,Paid
INV_0324,EXP_039,USA,53600.51,2023-04-17,2023-07-16,2023-07-11,Paid
INV_0325,EXP_018,USA,65448.4,2025-09-16,2025-12-15,2025-12-12,Paid
INV_0326,EXP_037,USA,99673.99,2024-04-27,2024-06-26,2024-06-25,Paid
INV_0327,EXP_024,Germany,14816.19,2023-04-01,2023-05-31,,Defaulted
INV_0328,EXP_044,Canada,64352.25,2026-02-14,2026-05-15,2026-05-16,Paid
INV_0329,EXP_032,Germany,59618.16,2023-08-23,2023-10-07,2023-10-09,Paid
INV_0330,EXP_039,France,83228.06,2024-12-26,2025-02-09,2025-02-12,Paid
INV_0331,EXP_023,Canada,129108.75,2025-02-12,2025-05-13,2025-05-09,Paid
INV_0332,EXP_008,Singapore,66189.82,2025-05-11,2025-06-10,2025-07-11,Paid Late
INV_0333,EXP_023,UAE,18591.81,2025-06-19,2025-08-18,2025-08-23,Paid
INV_0334,EXP_035,France,114902.81,2024-09-14,2024-11-13,2024-11-11,Paid
INV_0335,EXP_009,UK,118990.56,2023-01-09,2023-04-09,2023-04-10,Paid
INV_0336,EXP_034,Germany,136438.48,2025-10-10,2025-11-09,2025-11-22,Paid Late
INV_0337,EXP_034,France,18224.43,2023-04-12,2023-05-27,2023-05-24,Paid
INV_0338,EXP_014,USA,26694.63,2026-01-09,2026-04-09,2026-04-12,Paid
INV_0339,EXP_002,Canada,117633.07,2023-11-20,2024-02-18,2024-02-14,Paid
INV_0340,EXP_009,USA,57594.61,2025-06-04,2025-07-04,2025-07-09,Paid
INV_0341,EXP_005,UK,40837.02,2023-04-14,2023-05-14,2023-05-24,Paid Late
INV_0342,EXP_010,Canada,65630.2,2024-07-25,2024-10-23,2024-10-27,Paid
INV_0343,EXP_013,UAE,110039.07,2025-10-18,2025-11-17,2025-11-12,Paid
INV_0344,EXP_027,USA,91876.76,2023-06-06,2023-08-05,2023-08-05,Paid
INV_0345,EXP_016,Germany,13031.38,2024-04-23,2024-05-23,2024-05-18,Paid
INV_0346,EXP_031,Singapore,90280.82,2024-08-17,2024-11-15,2024-11-18,Paid
INV_0347,EXP_019,France,103287.93,2025-02-21,2025-05-22,2025-07-05,Paid Late
INV_0348,EXP_017,UAE,104085.68,2024-12-24,2025-01-23,2025-01-22,Paid
INV_0349,EXP_006,France,104654.78,2023-07-18,2023-08-17,2023-08-14,Paid
INV_0350,EXP_033,Singapore,82212.14,2024-07-14,2024-09-12,2024-10-18,Paid Late
INV_0351,EXP_042,Germany,33366.3,2023-10-21,2023-11-20,2023-11-19,Paid
INV_0352,EXP_001,UAE,139400.3,2023-12-11,2024-01-10,,Defaulted
INV_0353,EXP_030,UK,8210.57,2023-04-08,2023-06-07,2023-06-08,Paid
INV_0354,EXP_010,Germany,92497.04,2025-08-23,2025-10-22,2025-10-26,Paid
INV_0355,EXP_007,Singapore,5088.89,2023-06-24,2023-08-23,2023-08-21,Paid
INV_0356,EXP_014,Singapore,80431.88,2023-06-30,2023-09-28,2023-10-30,Paid Late
INV_0357,EXP_040,Canada,141466.52,2026-01-01,2026-04-01,2026-03-27,Paid
INV_0358,EXP_035,Germany,81875.53,2023-03-11,2023-06-09,2023-06-17,Paid Late
INV_0359,EXP_026,UAE,8604.92,2025-08-09,2025-09-23,2025-09-24,Paid
INV_0360,EXP_046,France,139923.72,2025-05-13,2025-07-12,2025-07-14,Paid
INV_0361,EXP_023,Germany,141770.2,2023-03-22,2023-05-21,,Defaulted
INV_0362,EXP_016,Canada,112002.67,2024-10-28,2024-12-12,2024-12-14,Paid
INV_0363,EXP_024,Canada,99256.34,2024-08-27,2024-09-26,2024-09-30,Paid
INV_0364,EXP_012,UAE,111810.48,2025-10-09,2025-11-23,2025-11-21,Paid
INV_0365,EXP_023,USA,48402.2,2025-04-14,2025-06-13,2025-06-11,Paid
INV_0366,EXP_047,Canada,63863.7,2024-01-12,2024-02-11,2024-02-09,Paid
INV_0367,EXP_005,Canada,118406.52,2025-03-27,2025-05-11,2025-05-11,Paid
INV_0368,EXP_035,France,99272.18,2024-11-07,2025-02-05,2025-02-04,Paid
INV_0369,EXP_038,Germany,137267.51,2024-07-27,2024-09-25,2024-09-30,Paid
INV_0370,EXP_016,UAE,67536.4,2023-08-18,2023-11-16,2023-11-12,Paid
INV_0371,EXP_019,UAE,81802.99,2024-06-05,2024-07-20,2024-08-02,Paid Late
INV_0372,EXP_038,France,89805.52,2023-07-27,2023-10-25,2023-10-27,Paid
INV_0373,EXP_022,Canada,111122.94,2025-01-15,2025-03-16,2025-03-17,Paid
INV_0374,EXP_046,UAE,39565.15,2024-12-03,2025-03-03,,Overdue
INV_0375,EXP_030,Singapore,51768.49,2024-03-23,2024-05-07,2024-05-06,Paid
INV_0376,EXP_026,Germany,13052.93,2025-01-12,2025-04-12,2025-06-07,Paid Late
INV_0377,EXP_035,Canada,149000.17,2024-02-05,2024-04-05,2024-03-31,Paid
INV_0378,EXP_022,USA,107291.07,2025-04-15,2025-06-14,2025-06-15,Paid
INV_0379,EXP_036,France,74584.1,2025-01-22,2025-04-22,2025-06-19,Paid Late
INV_0380,EXP_017,France,134249.77,2023-01-08,2023-02-22,2023-02-25,Paid
INV_0381,EXP_047,USA,143903.59,2025-12-29,2026-01-28,2026-02-02,Paid
INV_0382,EXP_025,France,120706.22,2023-04-03,2023-05-18,2023-07-01,Paid Late
INV_0383,EXP_007,USA,14340.11,2023-08-04,2023-11-02,2023-11-03,Paid
INV_0384,EXP_013,Germany,38564.73,2024-08-06,2024-10-05,2024-10-09,Paid
INV_0385,EXP_025,UK,7656.27,2023-11-23,2024-02-21,2024-02-25,Paid
INV_0386,EXP_001,Germany,81321.34,2025-11-24,2026-01-08,2026-01-12,Paid
INV_0387,EXP_022,UAE,108141.29,2023-03-31,2023-04-30,2023-06-22,Paid Late
INV_0388,EXP_011,UAE,7346.25,2024-02-14,2024-03-15,2024-03-13,Paid
INV_0389,EXP_035,France,69675.28,2023-01-07,2023-04-07,2023-05-07,Paid Late
INV_0390,EXP_015,Germany,104005.44,2024-08-03,2024-10-02,2024-10-28,Paid Late
INV_0391,EXP_022,UAE,70665.22,2023-10-27,2023-12-26,2023-12-21,Paid
INV_0392,EXP_001,UK,24471.18,2025-11-08,2026-02-06,2026-02-15,Paid Late
INV_0393,EXP_016,France,102979.61,2023-10-29,2023-12-28,2023-12-30,Paid
INV_0394,EXP_047,France,72529.5,2024-09-24,2024-10-24,2024-10-25,Paid
INV_0395,EXP_050,Germany,131357.47,2024-06-30,2024-09-28,2024-10-02,Paid
INV_0396,EXP_032,UK,17092.21,2025-05-03,2025-08-01,2025-08-25,Paid Late
INV_0397,EXP_014,UK,99533.19,2025-08-17,2025-11-15,2025-11-26,Paid Late
INV_0398,EXP_043,UK,62727.31,2025-08-17,2025-10-16,2025-10-15,Paid
INV_0399,EXP_037,Singapore,94785.09,2025-05-19,2025-07-18,,Overdue
INV_0400,EXP_032,USA,145255.46,2024-03-03,2024-04-02,2024-04-06,Paid
INV_0401,EXP_036,UK,105423.77,2023-01-08,2023-02-22,2023-02-24,Paid
INV_0402,EXP_047,Germany,139698.34,2025-12-12,2026-01-26,2026-01-25,Paid
INV_0403,EXP_010,Germany,129253.14,2024-11-10,2024-12-25,2025-02-10,Paid Late
INV_0404,EXP_003,France,124529.39,2024-01-21,2024-03-21,2024-03-24,Paid
INV_0405,EXP_043,France,128460.88,2025-06-17,2025-08-01,,Overdue
INV_0406,EXP_018,UAE,70398.09,2024-06-02,2024-07-17,2024-07-14,Paid
INV_0407,EXP_049,France,35950.5,2023-06-05,2023-07-20,,Defaulted
INV_0408,EXP_021,Germany,88918.49,2024-11-25,2025-01-09,2025-01-11,Paid
INV_0409,EXP_027,USA,148518.5,2025-12-19,2026-01-18,2026-01-20,Paid
INV_0410,EXP_031,UK,10625.2,2023-06-15,2023-07-15,2023-07-14,Paid
INV_0411,EXP_035,France,108359.87,2025-10-23,2025-12-07,2025-12-02,Paid
INV_0412,EXP_016,Canada,83373.66,2025-10-03,2026-01-01,2026-01-05,Paid
INV_0413,EXP_017,France,140645.18,2023-04-18,2023-07-17,2023-07-19,Paid
INV_0414,EXP_023,Germany,104498.58,2025-08-03,2025-09-02,2025-09-02,Paid
INV_0415,EXP_043,UAE,92966.13,2023-07-04,2023-08-03,2023-08-02,Paid
INV_0416,EXP_042,USA,117218.36,2024-04-11,2024-07-10,2024-07-15,Paid
INV_0417,EXP_023,UAE,18826.7,2024-09-21,2024-11-05,2024-11-10,Paid
INV_0418,EXP_008,Singapore,56773.34,2025-09-13,2025-11-12,2025-12-24,Paid Late
INV_0419,EXP_047,Singapore,138083.29,2023-06-05,2023-07-20,2023-07-20,Paid
INV_0420,EXP_004,France,128268.35,2025-02-02,2025-03-04,2025-03-01,Paid
INV_0421,EXP_045,Germany,107578.01,2023-05-21,2023-07-05,2023-07-09,Paid
INV_0422,EXP_006,Singapore,129353.5,2024-03-29,2024-05-13,2024-05-12,Paid
INV_0423,EXP_013,Germany,12180.82,2025-04-03,2025-07-02,2025-07-05,Paid
INV_0424,EXP_022,UK,144824.64,2023-05-25,2023-07-24,,Overdue
INV_0425,EXP_015,UAE,23596.79,2024-09-09,2024-12-08,2024-12-09,Paid
INV_0426,EXP_045,Singapore,44142.64,2024-02-24,2024-04-24,2024-04-22,Paid
INV_0427,EXP_041,Singapore,99131.56,2025-03-02,2025-04-16,2025-06-05,Paid Late
INV_0428,EXP_015,France,90078.96,2026-01-17,2026-04-17,2026-04-21,Paid
INV_0429,EXP_036,USA,130973.46,2023-04-06,2023-07-05,2023-07-01,Paid
INV_0430,EXP_038,UAE,86291.08,2026-01-26,2026-03-27,2026-03-22,Paid
INV_0431,EXP_036,USA,98588.39,2024-01-12,2024-02-26,2024-02-29,Paid
INV_0432,EXP_013,USA,15987.73,2024-11-26,2025-01-10,,Defaulted
INV_0433,EXP_020,UAE,111377.55,2025-09-18,2025-11-02,2025-11-02,Paid
INV_0434,EXP_012,Germany,31674.78,2023-04-15,2023-05-30,2023-06-03,Paid
INV_0435,EXP_015,Germany,107473.6,2025-04-19,2025-07-18,2025-07-30,Paid Late
INV_0436,EXP_002,France,27273.49,2024-08-23,2024-10-07,2024-10-08,Paid
INV_0437,EXP_034,Canada,140928.41,2024-06-14,2024-09-12,2024-09-16,Paid
INV_0438,EXP_027,USA,96179.89,2023-05-11,2023-06-10,2023-06-10,Paid
INV_0439,EXP_036,UK,82961.57,2025-07-01,2025-07-31,2025-07-31,Paid
INV_0440,EXP_033,Germany,60863.88,2024-02-02,2024-03-18,2024-04-18,Paid Late
INV_0441,EXP_050,France,97446.44,2023-08-04,2023-09-03,,Defaulted
INV_0442,EXP_026,UK,100425.36,2024-12-02,2025-03-02,2025-03-04,Paid
INV_0443,EXP_019,USA,116173.87,2026-01-16,2026-03-17,,Defaulted
INV_0444,EXP_014,Canada,68601.9,2024-03-17,2024-06-15,2024-06-12,Paid
INV_0445,EXP_038,USA,43174.62,2024-07-17,2024-09-15,,Overdue
INV_0446,EXP_003,Germany,115397.21,2025-01-08,2025-03-09,2025-03-08,Paid
INV_0447,EXP_024,USA,146895.74,2023-05-08,2023-06-22,2023-06-23,Paid
INV_0448,EXP_040,UK,60368.52,2025-12-26,2026-03-26,2026-03-29,Paid
INV_0449,EXP_003,Germany,79913.87,2025-05-11,2025-06-25,2025-06-23,Paid
INV_0450,EXP_009,Germany,127980.89,2025-03-17,2025-05-01,2025-05-31,Paid Late
INV_0451,EXP_002,Canada,71480.23,2023-02-24,2023-03-26,2023-03-31,Paid
INV_0452,EXP_047,USA,109496.1,2025-11-30,2026-01-29,2026-02-27,Paid Late
INV_0453,EXP_004,Canada,139357.69,2023-05-09,2023-06-23,2023-06-28,Paid
INV_0454,EXP_023,UK,18823.51,2024-03-22,2024-05-21,2024-05-25,Paid
INV_0455,EXP_005,France,27033.6,2023-06-11,2023-07-26,2023-07-30,Paid
INV_0456,EXP_035,Singapore,115393.36,2023-11-14,2024-02-12,2024-04-06,Paid Late
INV_0457,EXP_047,Germany,49269.86,2023-05-07,2023-07-06,2023-08-06,Paid Late
INV_0458,EXP_014,USA,148206.36,2025-06-22,2025-07-22,2025-07-21,Paid
INV_0459,EXP_017,USA,50726.91,2024-06-06,2024-07-21,2024-07-22,Paid
INV_0460,EXP_018,Singapore,77577.39,2024-04-11,2024-07-10,2024-08-21,Paid Late
INV_0461,EXP_048,UAE,69262.73,2024-04-29,2024-07-28,2024-08-02,Paid
INV_0462,EXP_023,Germany,135866.34,2023-02-25,2023-04-11,2023-04-15,Paid
INV_0463,EXP_047,UK,18072.01,2025-03-23,2025-05-07,2025-06-28,Paid Late
INV_0464,EXP_047,Canada,65783.57,2025-02-27,2025-04-13,2025-04-28,Paid Late
INV_0465,EXP_004,UAE,106822.64,2024-12-26,2025-02-09,2025-02-06,Paid
INV_0466,EXP_028,Germany,12604.22,2024-10-30,2024-11-29,,Overdue
INV_0467,EXP_035,Canada,13489.69,2023-11-17,2024-01-01,2024-02-09,Paid Late
INV_0468,EXP_019,Germany,143163.42,2024-02-25,2024-04-10,2024-04-15,Paid
INV_0469,EXP_015,USA,28562.03,2025-05-01,2025-07-30,2025-07-26,Paid
INV_0470,EXP_015,UAE,33665.0,2026-01-14,2026-02-28,2026-04-21,Paid Late
INV_0471,EXP_039,USA,55477.93,2024-12-06,2025-01-20,2025-01-15,Paid
INV_0472,EXP_025,UK,63746.45,2023-01-08,2023-04-08,2023-04-10,Paid
INV_0473,EXP_004,Canada,131435.36,2024-10-14,2025-01-12,,Overdue
INV_0474,EXP_002,USA,33475.85,2023-04-25,2023-05-25,2023-07-07,Paid Late
INV_0475,EXP_002,UK,27693.52,2024-07-19,2024-10-17,,Defaulted
INV_0476,EXP_011,France,123076.9,2023-03-17,2023-05-01,2023-05-04,Paid
INV_0477,EXP_008,UK,127282.95,2025-08-05,2025-10-04,,Overdue
INV_0478,EXP_018,UK,122387.84,2024-10-15,2024-12-14,2024-12-10,Paid
INV_0479,EXP_042,USA,147193.58,2024-01-09,2024-02-08,2024-02-05,Paid
INV_0480,EXP_004,Singapore,49401.76,2024-12-24,2025-03-24,2025-03-25,Paid
INV_0481,EXP_043,UAE,145126.68,2025-06-28,2025-08-12,2025-08-11,Paid
INV_0482,EXP_048,France,88962.64,2023-03-13,2023-04-12,2023-04-15,Paid
INV_0483,EXP_021,UK,83197.63,2024-11-24,2025-01-23,2025-01-25,Paid
INV_0484,EXP_033,Germany,92836.97,2023-11-28,2023-12-28,2024-01-02,Paid
INV_0485,EXP_004,UK,83889.5,2023-08-20,2023-09-19,2023-09-22,Paid
INV_0486,EXP_034,Canada,109129.72,2024-10-08,2024-11-22,2024-11-17,Paid
INV_0487,EXP_022,Germany,14451.79,2023-11-22,2024-01-21,2024-01-21,Paid
INV_0488,EXP_025,UAE,79715.53,2025-02-09,2025-03-11,2025-03-08,Paid
INV_0489,EXP_014,UAE,67867.67,2023-10-19,2024-01-17,2024-01-15,Paid
INV_0490,EXP_018,UAE,47724.52,2024-07-23,2024-09-06,2024-09-11,Paid
INV_0491,EXP_023,UAE,20082.45,2024-08-26,2024-11-24,2024-11-20,Paid
INV_0492,EXP_031,Canada,34910.86,2023-02-05,2023-05-06,2023-05-08,Paid
INV_0493,EXP_017,UAE,120417.93,2024-05-03,2024-06-02,2024-06-28,Paid Late
INV_0494,EXP_007,Canada,112684.32,2024-12-27,2025-02-25,,Defaulted
INV_0495,EXP_036,Singapore,116619.24,2023-06-11,2023-07-11,2023-07-08,Paid
INV_0496,EXP_037,UK,33600.2,2025-01-19,2025-03-05,2025-02-28,Paid
INV_0497,EXP_045,USA,15672.66,2024-03-29,2024-05-13,2024-07-11,Paid Late
INV_0498,EXP_044,France,60999.87,2023-08-20,2023-09-19,2023-09-15,Paid
INV_0499,EXP_027,France,112448.55,2024-07-06,2024-09-04,2024-09-03,Paid
INV_0500,EXP_023,Canada,127088.63,2024-12-19,2025-02-17,2025-04-12,Paid Late
INV_0501,EXP_038,Canada,139415.53,2025-04-15,2025-05-15,2025-06-14,Paid Late
INV_0502,EXP_030,UAE,90170.47,2023-03-22,2023-04-21,2023-06-15,Paid Late
INV_0503,EXP_030,Canada,69993.04,2025-03-23,2025-05-22,2025-05-19,Paid
INV_0504,EXP_011,Germany,22505.78,2023-02-03,2023-03-20,2023-03-18,Paid
INV_0505,EXP_031,Canada,36367.59,2025-11-13,2026-02-11,2026-02-13,Paid
INV_0506,EXP_033,France,37104.53,2025-11-19,2025-12-19,2025-12-20,Paid
INV_0507,EXP_001,USA,49599.58,2023-09-20,2023-12-19,,Defaulted
INV_0508,EXP_020,UK,41962.51,2023-12-03,2024-02-01,2024-02-04,Paid
INV_0509,EXP_003,Germany,96174.35,2024-12-08,2025-01-22,2025-01-23,Paid
INV_0510,EXP_007,France,69666.04,2025-04-11,2025-05-11,2025-06-13,Paid Late
INV_0511,EXP_003,Canada,95040.17,2025-09-13,2025-11-12,2025-12-05,Paid Late
INV_0512,EXP_002,Germany,22159.44,2023-09-15,2023-12-14,2024-01-26,Paid Late
INV_0513,EXP_001,UAE,37848.62,2023-03-21,2023-06-19,2023-06-19,Paid
INV_0514,EXP_035,USA,148793.39,2024-06-24,2024-07-24,2024-09-01,Paid Late
INV_0515,EXP_041,USA,72966.04,2025-05-27,2025-07-11,2025-07-13,Paid
INV_0516,EXP_008,France,5157.97,2023-09-22,2023-12-21,2023-12-25,Paid
INV_0517,EXP_007,UAE,40126.58,2023-06-04,2023-08-03,2023-07-30,Paid
INV_0518,EXP_047,UK,98822.25,2025-11-11,2025-12-11,2025-12-09,Paid
INV_0519,EXP_036,UAE,34073.14,2024-10-23,2024-12-22,2025-01-18,Paid Late
INV_0520,EXP_029,Germany,77967.93,2025-11-06,2026-02-04,2026-01-31,Paid
INV_0521,EXP_017,USA,24038.51,2023-08-24,2023-09-23,2023-09-23,Paid
INV_0522,EXP_040,Germany,142645.89,2023-06-12,2023-08-11,2023-08-07,Paid
INV_0523,EXP_006,France,11614.63,2024-11-27,2025-01-26,2025-03-12,Paid Late
INV_0524,EXP_049,France,43664.82,2023-06-06,2023-07-21,2023-09-12,Paid Late
INV_0525,EXP_006,USA,8984.4,2023-02-27,2023-04-13,2023-06-07,Paid Late
INV_0526,EXP_010,Canada,144265.07,2025-03-11,2025-04-25,2025-04-26,Paid
INV_0527,EXP_037,UAE,77742.02,2024-07-05,2024-10-03,2024-09-28,Paid
INV_0528,EXP_026,France,98634.66,2025-05-15,2025-08-13,2025-08-16,Paid
INV_0529,EXP_014,Canada,123996.92,2024-07-27,2024-09-25,2024-09-27,Paid
INV_0530,EXP_025,Canada,110528.16,2025-06-01,2025-08-30,2025-08-29,Paid
INV_0531,EXP_028,France,93730.41,2023-07-19,2023-09-02,2023-08-31,Paid
INV_0532,EXP_036,Canada,114801.22,2024-04-12,2024-05-12,2024-05-07,Paid
INV_0533,EXP_040,Singapore,58934.21,2025-07-20,2025-08-19,2025-08-23,Paid
INV_0534,EXP_022,Canada,53279.88,2025-11-06,2025-12-06,2025-12-03,Paid
INV_0535,EXP_042,Singapore,5763.57,2024-06-23,2024-08-22,2024-09-22,Paid Late
INV_0536,EXP_035,France,94137.58,2025-08-14,2025-09-13,2025-10-14,Paid Late
INV_0537,EXP_017,USA,42269.2,2023-05-23,2023-06-22,2023-06-24,Paid
INV_0538,EXP_033,Singapore,80655.7,2023-05-07,2023-06-21,2023-06-20,Paid
INV_0539,EXP_039,UAE,112650.31,2025-09-13,2025-10-28,2025-10-28,Paid
INV_0540,EXP_011,France,123486.32,2026-01-14,2026-02-13,2026-02-15,Paid
INV_0541,EXP_025,UAE,70259.88,2023-01-15,2023-02-14,2023-02-17,Paid
INV_0542,EXP_023,Singapore,40517.7,2024-01-14,2024-02-28,2024-03-01,Paid
INV_0543,EXP_046,Germany,142749.6,2024-01-05,2024-04-04,2024-03-31,Paid
INV_0544,EXP_042,Germany,61523.65,2023-12-21,2024-01-20,,Overdue
INV_0545,EXP_007,UK,31097.59,2023-08-22,2023-09-21,,Defaulted
INV_0546,EXP_024,Germany,18551.06,2024-12-26,2025-02-24,2025-02-23,Paid
INV_0547,EXP_039,Singapore,52795.0,2025-01-06,2025-04-06,2025-04-02,Paid
INV_0548,EXP_015,Singapore,69139.13,2023-05-27,2023-07-26,2023-07-24,Paid
INV_0549,EXP_006,UK,93716.66,2025-01-14,2025-02-13,2025-02-09,Paid
INV_0550,EXP_033,Singapore,102812.06,2025-08-05,2025-10-04,2025-09-29,Paid
INV_0551,EXP_025,France,47812.46,2025-10-13,2025-11-12,2025-11-11,Paid
INV_0552,EXP_008,USA,60434.77,2024-01-15,2024-04-14,2024-04-17,Paid
INV_0553,EXP_026,Singapore,57068.91,2023-09-09,2023-11-08,2023-11-10,Paid
INV_0554,EXP_036,Canada,85039.36,2025-01-21,2025-03-22,2025-03-27,Paid
INV_0555,EXP_028,Germany,116525.11,2024-05-17,2024-06-16,2024-06-15,Paid
INV_0556,EXP_045,UK,8170.92,2023-04-04,2023-05-19,2023-06-16,Paid Late
INV_0557,EXP_019,France,32881.78,2024-06-25,2024-08-24,,Defaulted
INV_0558,EXP_005,Canada,26862.45,2026-01-27,2026-04-27,2026-05-28,Paid Late
INV_0559,EXP_046,France,11600.98,2023-10-25,2024-01-23,2024-01-28,Paid
INV_0560,EXP_022,UAE,119592.4,2025-02-11,2025-05-12,2025-05-08,Paid
INV_0561,EXP_050,USA,123906.04,2025-01-10,2025-04-10,2025-04-15,Paid
INV_0562,EXP_050,UAE,132700.21,2025-01-06,2025-03-07,2025-03-03,Paid
INV_0563,EXP_024,USA,139833.53,2023-02-27,2023-04-13,,Defaulted
INV_0564,EXP_037,Canada,5153.63,2026-01-20,2026-03-21,,Outstanding
INV_0565,EXP_018,USA,121607.75,2024-06-13,2024-07-28,2024-07-30,Paid
INV_0566,EXP_040,Germany,61394.69,2025-06-07,2025-08-06,2025-08-06,Paid
INV_0567,EXP_035,USA,22992.69,2024-11-08,2024-12-23,2024-12-27,Paid
INV_0568,EXP_036,UAE,55854.93,2024-06-12,2024-09-10,2024-09-10,Paid
INV_0569,EXP_004,UAE,27894.12,2025-07-07,2025-09-05,2025-09-29,Paid Late
INV_0570,EXP_013,France,95853.77,2025-05-04,2025-08-02,2025-08-04,Paid
INV_0571,EXP_010,USA,113168.57,2025-08-18,2025-09-17,2025-09-13,Paid
INV_0572,EXP_041,Germany,80720.69,2024-02-18,2024-05-18,2024-05-22,Paid
INV_0573,EXP_044,France,103104.51,2025-11-10,2025-12-10,2025-12-09,Paid
INV_0574,EXP_036,Germany,73933.61,2024-09-23,2024-12-22,2024-12-18,Paid
INV_0575,EXP_023,UAE,101554.16,2024-10-04,2025-01-02,2025-01-05,Paid
INV_0576,EXP_010,UAE,123417.82,2024-07-16,2024-08-30,2024-08-27,Paid
INV_0577,EXP_010,Singapore,73167.16,2025-09-02,2025-10-02,2025-10-06,Paid
INV_0578,EXP_003,USA,63745.98,2023-10-20,2024-01-18,2024-02-23,Paid Late
INV_0579,EXP_012,UAE,63170.04,2024-04-06,2024-07-05,2024-07-01,Paid
INV_0580,EXP_023,France,11884.9,2024-06-09,2024-07-24,2024-07-27,Paid
INV_0581,EXP_039,Singapore,66679.18,2026-01-11,2026-04-11,2026-04-06,Paid
INV_0582,EXP_019,France,84825.03,2026-02-10,2026-03-12,2026-03-14,Paid
INV_0583,EXP_023,Germany,66767.91,2023-07-18,2023-10-16,,Defaulted
INV_0584,EXP_022,Germany,42480.14,2026-01-30,2026-03-01,2026-03-05,Paid
INV_0585,EXP_029,Germany,99647.33,2023-04-07,2023-05-22,2023-06-11,Paid Late
INV_0586,EXP_014,UAE,123930.66,2024-09-11,2024-12-10,2024-12-13,Paid
INV_0587,EXP_038,France,47911.77,2023-02-09,2023-03-26,2023-03-22,Paid
INV_0588,EXP_048,USA,25483.4,2023-09-10,2023-11-09,2023-11-04,Paid
INV_0589,EXP_013,Singapore,32135.32,2025-12-29,2026-02-27,2026-02-27,Paid
INV_0590,EXP_023,USA,67473.72,2023-04-20,2023-07-19,2023-07-16,Paid
INV_0591,EXP_018,UK,133594.65,2025-01-08,2025-02-22,2025-02-24,Paid
INV_0592,EXP_033,Canada,40407.87,2024-11-26,2025-02-24,,Defaulted
INV_0593,EXP_049,UAE,33663.99,2025-04-30,2025-06-29,2025-06-25,Paid
INV_0594,EXP_021,UK,136762.43,2023-03-05,2023-04-19,2023-04-24,Paid
INV_0595,EXP_027,Singapore,71217.07,2026-01-19,2026-02-18,2026-02-17,Paid
INV_0596,EXP_042,Singapore,117024.03,2025-10-05,2025-12-04,2025-11-29,Paid
INV_0597,EXP_033,Canada,68643.8,2023-12-29,2024-02-12,2024-02-08,Paid
INV_0598,EXP_017,Germany,96942.44,2024-07-02,2024-08-16,2024-08-14,Paid
INV_0599,EXP_026,Germany,66595.66,2024-10-02,2024-11-16,2024-11-21,Paid
INV_0600,EXP_038,Canada,118494.76,2023-02-15,2023-04-01,2023-04-04,Paid
INV_0601,EXP_010,France,7921.02,2024-06-09,2024-08-08,2024-08-11,Paid
INV_0602,EXP_021,UK,97896.32,2024-07-28,2024-08-27,2024-09-10,Paid Late
INV_0603,EXP_008,UK,5584.01,2025-07-05,2025-08-19,2025-10-06,Paid Late
INV_0604,EXP_043,Singapore,127954.45,2025-06-11,2025-07-11,2025-07-08,Paid
INV_0605,EXP_050,Canada,76569.71,2025-07-15,2025-08-29,2025-08-25,Paid
INV_0606,EXP_042,UAE,107773.39,2024-04-19,2024-06-03,2024-06-05,Paid
INV_0607,EXP_020,UAE,44010.95,2023-03-31,2023-04-30,2023-04-30,Paid
INV_0608,EXP_025,UK,63130.7,2025-07-25,2025-09-23,2025-09-20,Paid
INV_0609,EXP_046,Germany,104864.4,2025-12-04,2026-02-02,2026-01-30,Paid
INV_0610,EXP_034,USA,5419.58,2025-11-18,2026-01-17,2026-02-21,Paid Late
INV_0611,EXP_020,UAE,20815.3,2023-03-28,2023-04-27,2023-04-27,Paid
