invoice_id,exporter_id,importer_country,invoice_amount,invoice_date,due_date,payment_date,status,payment_amount,payment_delay_days,is_delayed,is_defaulted,amt_vs_avg_ratio
INV_0211,EXP_049,UK,30384.74,2025-10-01,2025-10-31,2025-12-23,Paid Late,30384.74,53,True,False,0.5163277755073247
INV_0212,EXP_007,Canada,26598.81,2024-04-02,2024-07-01,2024-06-27,Paid,26598.81,-4,False,False,0.4413319371155234
INV_0213,EXP_046,France,67875.22,2023-08-20,2023-09-19,2023-09-16,Paid,67875.22,-3,False,False,0.9594127949248807
INV_0214,EXP_003,Germany,38255.84,2023-12-30,2024-02-13,2024-02-16,Paid,38255.84,3,True,False,0.49340651573784544
INV_0215,EXP_025,Germany,47428.21,2023-06-21,2023-08-20,2023-08-22,Paid,47428.21,2,True,False,0.6892344408069563
INV_0216,EXP_028,USA,96498.77,2023-11-25,2024-01-24,2024-01-28,Paid,96498.77,4,True,False,0.9936701402641678
INV_0217,EXP_028,Singapore,126865.46,2023-02-06,2023-05-07,2023-05-11,Paid,126865.46,4,True,False,1.3063629664178948
INV_0218,EXP_049,UK,72556.68,2024-07-15,2024-10-13,2024-10-26,Paid Late,72556.68,13,True,False,1.232955397432948
INV_0219,EXP_015,USA,70262.57,2023-07-25,2023-09-08,2023-09-05,Paid,70262.57,-3,False,False,0.8828326332585698
INV_0220,EXP_045,UK,66291.41,2024-12-02,2025-01-31,2025-01-30,Paid,66291.41,-1,False,False,1.1902462332488466
INV_0221,EXP_015,Singapore,115084.64,2023-11-06,2024-01-05,2024-01-08,Paid,115084.64,3,True,False,1.4460113795839595
INV_0222,EXP_032,UAE,8076.34,2023-12-21,2024-01-20,2024-01-17,Paid,8076.34,-3,False,False,0.09615072244705226
INV_0223,EXP_008,Germany,70759.72,2023-01-13,2023-04-13,2023-04-09,Paid,70759.72,-4,False,False,0.9660991297268327
INV_0224,EXP_020,USA,100435.03,2025-03-15,2025-06-13,2025-06-11,Paid,100435.03,-2,False,False,1.2334706030057394
INV_0225,EXP_039,UAE,73012.17,2024-01-20,2024-03-05,2024-03-21,Paid Late,73012.17,16,True,False,0.9967151764214314
INV_0226,EXP_024,France,111122.45,2025-02-08,2025-03-25,2025-03-21,Paid,111122.45,-4,False,False,1.2820510788643262
INV_0227,EXP_025,Singapore,92142.36,2023-10-11,2023-12-10,2023-12-10,Paid,92142.36,0,False,False,1.3390277214601447
INV_0228,EXP_012,Germany,144450.44,2024-03-14,2024-05-13,2024-06-01,Paid Late,144450.44,19,True,False,1.539891720169028
INV_0229,EXP_004,UK,25317.09,2024-07-02,2024-08-16,2024-08-20,Paid,25317.09,4,True,False,0.31377341742562065
INV_0230,EXP_044,Germany,11047.72,2025-12-30,2026-02-28,2026-03-02,Paid,11047.72,2,True,False,0.18280095720009987
INV_0231,EXP_009,France,13981.61,2024-09-10,2024-12-09,2024-12-09,Paid,13981.61,0,False,False,0.16168158480539987
INV_0232,EXP_018,Germany,67927.24,2025-08-21,2025-10-05,2025-10-10,Paid,67927.24,5,True,False,0.6881255297064245
INV_0233,EXP_008,Canada,126101.5,2023-05-01,2023-07-30,2023-08-16,Paid Late,126101.5,17,True,False,1.72169349182343
INV_0234,EXP_032,Germany,83083.95,2024-08-07,2024-11-05,2024-11-03,Paid,83083.95,-2,False,False,0.9891339166323815
INV_0235,EXP_049,Germany,115092.84,2023-05-05,2023-06-04,2023-06-05,Paid,115092.84,1,True,False,1.955772208484273
INV_0236,EXP_011,UK,96959.13,2024-07-27,2024-09-10,2024-09-25,Paid Late,96959.13,15,True,False,1.3110738597165428
INV_0237,EXP_012,UAE,103879.47,2025-02-14,2025-05-15,2025-05-20,Paid,103879.47,5,True,False,1.107391128393565
INV_0238,EXP_031,France,131418.27,2023-10-10,2024-01-08,2024-01-12,Paid,131418.27,4,True,False,1.5242167241808684
INV_0239,EXP_043,Canada,110831.88,2025-12-29,2026-02-27,2026-03-03,Paid,110831.88,4,True,False,1.2553101803492674
INV_0240,EXP_013,Germany,95519.95,2023-02-09,2023-04-10,2023-06-09,Paid Late,95519.95,60,True,False,1.3992668617438917
INV_0241,EXP_037,Germany,93048.95,2023-12-27,2024-02-10,2024-03-11,Paid Late,93048.95,30,True,False,1.2494413964692455
INV_0242,EXP_026,USA,47052.12,2023-03-07,2023-05-06,2023-05-20,Paid Late,47052.12,14,True,False,0.6099974103287085
INV_0243,EXP_020,Germany,83718.57,2025-07-07,2025-08-06,2025-08-06,Paid,83718.57,0,False,False,1.0281710974814087
INV_0244,EXP_007,France,99204.95,2025-06-03,2025-09-01,2025-08-29,Paid,99204.95,-3,False,False,1.6460252453003965
INV_0245,EXP_039,Germany,106695.31,2024-11-14,2025-02-12,2025-02-16,Paid,106695.31,4,True,False,1.4565357354806645
INV_0246,EXP_016,UK,118436.73,2023-08-30,2023-09-29,2023-09-24,Paid,118436.73,-5,False,False,1.5589984608160226
INV_0247,EXP_007,France,119724.5,2023-02-22,2023-05-23,2023-05-18,Paid,119724.5,-5,False,False,1.9864890762100815
INV_0248,EXP_003,USA,145261.93,2026-02-06,2026-05-07,2026-05-24,Paid Late,145261.93,17,True,False,1.8735226504150688
INV_0249,EXP_005,USA,76789.93,2023-01-13,2023-04-13,2023-05-28,Paid Late,76789.93,45,True,False,1.047212426804844
INV_0250,EXP_023,France,147926.48,2024-01-25,2024-02-24,2024-02-26,Paid,147926.48,2,True,False,1.9329857680580664
INV_0251,EXP_044,Germany,121171.43,2023-07-11,2023-08-25,2023-08-24,Paid,121171.43,-1,False,False,2.00496151145258
INV_0252,EXP_032,Canada,58272.71,2023-11-19,2024-01-18,2024-01-22,Paid,58272.71,4,True,False,0.6937502835996958
INV_0253,EXP_038,Canada,5959.57,2024-04-24,2024-07-23,2024-07-20,Paid,5959.57,-3,False,False,0.07248660376738458
INV_0254,EXP_042,UK,128727.95,2025-07-15,2025-08-29,2025-10-11,Paid Late,128727.95,43,True,False,1.7110686731792963
INV_0255,EXP_003,Canada,38748.11,2025-05-11,2025-06-25,2025-06-24,Paid,38748.11,-1,False,False,0.4997555914737925
INV_0256,EXP_020,UAE,25214.6,2024-06-11,2024-07-11,2024-07-15,Paid,25214.6,4,True,False,0.3096675320010211
INV_0257,EXP_021,UAE,99702.17,2024-10-29,2024-12-13,2024-12-08,Paid,99702.17,-5,False,False,1.3232138673182539
INV_0258,EXP_024,France,148042.99,2025-04-02,2025-06-01,2025-06-06,Paid,148042.99,5,True,False,1.7080137726247093
INV_0259,EXP_039,Singapore,73933.03,2024-04-11,2024-06-10,2024-06-12,Paid,73933.03,2,True,False,1.0092861647561082
INV_0260,EXP_003,Germany,67588.78,2023-08-06,2023-10-05,2023-10-06,Paid,67588.78,1,True,False,0.8717295043782015
INV_0261,EXP_018,UAE,116062.63,2023-09-16,2023-10-16,2023-10-13,Paid,116062.63,-3,False,False,1.1757530373362843
INV_0262,EXP_005,France,39986.12,2024-12-10,2025-01-09,2025-01-05,Paid,39986.12,-4,False,False,0.5453053774591241
INV_0263,EXP_043,France,140245.35,2024-05-18,2024-07-17,2024-08-05,Paid Late,140245.35,19,True,False,1.588454654036782
INV_0264,EXP_007,Singapore,10525.35,2024-04-03,2024-07-02,,Defaulted,4139.93,595,True,True,0.1746383806011951
INV_0265,EXP_007,UK,123537.78,2024-07-12,2024-10-10,2024-10-13,Paid,123537.78,3,True,False,2.0497596604641846
INV_0266,EXP_014,Germany,117295.36,2024-07-26,2024-09-09,2024-09-13,Paid,117295.36,4,True,False,1.3371394041543885
INV_0267,EXP_004,France,56473.49,2024-04-10,2024-05-25,2024-05-28,Paid,56473.49,3,True,False,0.6999177216359231
INV_0268,EXP_030,UAE,84937.42,2023-03-02,2023-04-01,2023-05-20,Paid Late,84937.42,49,True,False,1.0850374494601216
INV_0269,EXP_003,Canada,23094.36,2023-11-22,2024-02-20,2024-02-22,Paid,23094.36,2,True,False,0.297860606401414
INV_0270,EXP_031,Germany,114250.86,2025-02-28,2025-04-29,2025-06-13,Paid Late,114250.86,45,True,False,1.3251054938103128
INV_0271,EXP_011,Canada,139876.82,2024-06-10,2024-08-09,2024-08-08,Paid,139876.82,-1,False,False,1.8914035458267426
INV_0272,EXP_015,Canada,114237.56,2025-12-06,2026-03-06,2026-03-01,Paid,114237.56,-5,False,False,1.4353680190154423
INV_0273,EXP_007,UAE,88011.8,2024-09-11,2024-11-10,,Defaulted,22007.26,464,True,True,1.460306614582533
INV_0274,EXP_045,UK,134703.01,2025-03-25,2025-05-24,2025-05-22,Paid,134703.01,-2,False,False,2.4185599651565974
INV_0275,EXP_010,Singapore,57752.59,2026-01-19,2026-03-20,2026-03-23,Paid,57752.59,3,True,False,0.6829638350038609
INV_0276,EXP_002,France,53760.86,2023-12-24,2024-03-23,2024-04-19,Paid Late,53760.86,27,True,False,0.6452656531786053
INV_0277,EXP_018,UK,146190.93,2024-09-08,2024-10-23,2024-10-20,Paid,146190.93,-3,False,False,1.480962735193198
INV_0278,EXP_045,Canada,12558.66,2024-06-15,2024-07-15,2024-07-16,Paid,12558.66,1,True,False,0.22548770285098715
INV_0279,EXP_014,Germany,40693.36,2025-06-22,2025-08-21,2025-08-24,Paid,40693.36,3,True,False,0.46389469407349126
INV_0280,EXP_044,Singapore,46416.58,2024-09-05,2024-10-20,2024-10-24,Paid,46416.58,4,True,False,0.768031345287083
INV_0281,EXP_002,UK,131913.33,2024-10-11,2024-12-10,2024-12-10,Paid,131913.33,0,False,False,1.5832920277952194
INV_0282,EXP_017,Germany,98552.27,2023-02-24,2023-04-10,2023-04-10,Paid,98552.27,0,False,False,1.17706282187479
INV_0283,EXP_019,UK,57027.41,2024-03-08,2024-04-07,2024-04-23,Paid Late,57027.41,16,True,False,0.8242020221963446
INV_0284,EXP_023,UAE,107374.44,2025-12-24,2026-02-07,2026-02-06,Paid,107374.44,-1,False,False,1.4030839128545798
INV_0285,EXP_022,France,66789.78,2024-06-02,2024-08-01,2024-08-05,Paid,66789.78,4,True,False,0.8768135245456686
INV_0286,EXP_030,Canada,8470.57,2024-10-29,2025-01-27,2025-01-24,Paid,8470.57,-3,False,False,0.1082077330377285
INV_0287,EXP_025,USA,66493.56,2024-11-11,2025-01-10,2025-01-05,Paid,66493.56,-5,False,False,0.9662951994997027
INV_0288,EXP_026,UK,15389.53,2024-06-25,2024-07-25,2024-08-25,Paid Late,15389.53,31,True,False,0.19951435655133007
INV_0289,EXP_023,France,106611.99,2025-05-07,2025-08-05,2025-08-31,Paid Late,106611.99,26,True,False,1.393120821737588
INV_0290,EXP_048,Canada,120257.0,2026-01-12,2026-02-26,2026-02-21,Paid,120257.0,-5,False,False,1.5175694833422673
INV_0291,EXP_038,Canada,93535.82,2024-04-02,2024-05-17,2024-06-06,Paid Late,93535.82,20,True,False,1.1376817324735522
INV_0292,EXP_025,UK,122523.01,2025-05-17,2025-06-16,2025-07-08,Paid Late,122523.01,22,True,False,1.7805242551497327
INV_0293,EXP_035,Germany,137501.36,2024-07-13,2024-08-12,2024-08-15,Paid,137501.36,3,True,False,1.4837528333703656
INV_0294,EXP_010,Germany,53407.46,2023-06-12,2023-09-10,,Overdue,0.0,891,True,True,0.6315797040343178
INV_0295,EXP_011,UK,44140.88,2025-11-21,2025-12-21,2025-12-26,Paid,44140.88,5,True,False,0.5968695667224401
INV_0296,EXP_041,UK,100696.5,2024-05-11,2024-08-09,2024-08-10,Paid,100696.5,1,True,False,1.2077266090539156
INV_0297,EXP_014,France,40865.53,2024-01-02,2024-02-16,2024-02-19,Paid,40865.53,3,True,False,0.4658573914147438
INV_0298,EXP_032,UAE,111416.01,2024-04-20,2024-06-04,2024-05-30,Paid,111416.01,-5,False,False,1.326433737765869
INV_0299,EXP_002,UK,102959.63,2024-01-19,2024-03-19,2024-03-22,Paid,102959.63,3,True,False,1.2357747421261032
INV_0300,EXP_010,UAE,85504.09,2023-01-28,2023-02-27,2023-02-25,Paid,85504.09,-2,False,False,1.0111442831380424
INV_0301,EXP_013,UK,49171.31,2024-05-20,2024-06-19,,Defaulted,6892.36,608,True,True,0.7203080050977417
INV_0302,EXP_032,France,120663.19,2023-03-11,2023-05-10,2023-06-12,Paid Late,120663.19,33,True,False,1.4365235850974492
INV_0303,EXP_036,Singapore,146171.61,2023-01-08,2023-03-09,,Defaulted,44511.47,1076,True,True,1.722814764899329
INV_0304,EXP_031,UAE,41756.88,2023-05-24,2023-06-23,2023-06-28,Paid,41756.88,5,True,False,0.4843050729979448
INV_0305,EXP_048,Singapore,31265.55,2023-11-21,2024-02-19,,Overdue,0.0,729,True,True,0.3945520390489687
INV_0306,EXP_045,USA,47039.42,2024-04-26,2024-06-25,,Overdue,0.0,602,True,True,0.844581409102785
INV_0307,EXP_028,UAE,97722.16,2023-11-20,2023-12-20,2023-12-15,Paid,97722.16,-5,False,False,1.006267669879289
INV_0308,EXP_004,Canada,10623.35,2025-02-14,2025-04-15,,Defaulted,3379.5,308,True,True,0.13166303212606453
INV_0309,EXP_043,UAE,84167.33,2025-08-08,2025-11-06,,Defaulted,8948.51,103,True,True,0.9533006766809
INV_0310,EXP_040,UAE,76962.24,2023-01-16,2023-02-15,2023-02-10,Paid,76962.24,-5,False,False,0.8001029676350759
INV_0311,EXP_009,Singapore,95871.56,2024-07-04,2024-08-18,2024-08-14,Paid,95871.56,-4,False,False,1.1086466979529526
INV_0312,EXP_025,Germany,9359.7,2024-01-31,2024-04-30,2024-06-26,Paid Late,9359.7,57,True,False,0.13601667858898467
INV_0313,EXP_021,France,100417.6,2024-09-11,2024-10-11,2024-10-16,Paid,100417.6,5,True,False,1.332708815092164
INV_0314,EXP_036,UAE,72717.0,2024-08-20,2024-10-04,2024-09-30,Paid,72717.0,-4,False,False,0.857060555460698
INV_0315,EXP_048,Germany,79317.81,2025-07-02,2025-08-01,2025-08-05,Paid,79317.81,4,True,False,1.0009420486253617
INV_0316,EXP_028,UK,145640.45,2025-09-29,2025-12-28,2025-12-29,Paid,145640.45,1,True,False,1.4996933782641635
INV_0317,EXP_048,UAE,40031.93,2025-07-24,2025-10-22,2025-10-25,Paid,40031.93,3,True,False,0.5051783707168299
INV_0318,EXP_016,USA,60582.95,2023-08-11,2023-09-25,2023-09-30,Paid,60582.95,5,True,False,0.7974614446185238
INV_0319,EXP_028,UK,149319.29,2025-08-23,2025-10-22,2025-10-18,Paid,149319.29,-4,False,False,1.5375752441035875
INV_0320,EXP_043,UK,84539.65,2025-02-17,2025-03-19,2025-03-15,Paid,84539.65,-4,False,False,0.9575176680948111
INV_0321,EXP_014,UAE,62336.97,2025-02-03,2025-03-20,,Overdue,0.0,334,True,True,0.7106267368341764
INV_0322,EXP_027,UAE,74879.45,2023-07-17,2023-08-31,2023-09-04,Paid,74879.45,4,True,False,0.8491489849828084
INV_0323,EXP_018,Singapore,96589.92,2024-03-17,2024-04-16,2024-04-19,Paid,96589.92,3,True,False,0.978488009586451
INV_0324,EXP_039,USA,53600.51,2023-04-17,2023-07-16,2023-07-11,Paid,53600.51,-5,False,False,0.7317196815397857
INV_0325,EXP_018,USA,65448.4,2025-09-16,2025-12-15,2025-12-12,Paid,65448.4,-3,False,False,0.6630140561936264
INV_0326,EXP_037,USA,99673.99,2024-04-27,2024-06-26,2024-06-25,Paid,99673.99,-1,False,False,1.3384010164248132
INV_0327,EXP_024,Germany,14816.19,2023-04-01,2023-05-31,,Defaulted,4456.54,993,True,True,0.1709385670866584
INV_0328,EXP_044,Canada,64352.25,2026-02-14,2026-05-15,2026-05-16,Paid,64352.25,1,True,False,1.064803678766309
INV_0329,EXP_032,Germany,59618.16,2023-08-23,2023-10-07,2023-10-09,Paid,59618.16,2,True,False,0.7097681814985444
INV_0330,EXP_039,France,83228.06,2024-12-26,2025-02-09,2025-02-12,Paid,83228.06,3,True,False,1.1361759348628246
INV_0331,EXP_023,Canada,129108.75,2025-02-12,2025-05-13,2025-05-09,Paid,129108.75,-4,False,False,1.6870906161071828
INV_0332,EXP_008,Singapore,66189.82,2025-05-11,2025-06-10,2025-07-11,Paid Late,66189.82,31,True,False,0.9037052082565576
INV_0333,EXP_023,UAE,18591.81,2025-06-19,2025-08-18,2025-08-23,Paid,18591.81,5,True,False,0.24294300880031514
INV_0334,EXP_035,France,114902.81,2024-09-14,2024-11-13,2024-11-11,Paid,114902.81,-2,False,False,1.2398958810277716
INV_0335,EXP_009,UK,118990.56,2023-01-09,2023-04-09,2023-04-10,Paid,118990.56,1,True,False,1.3759919149283968
INV_0336,EXP_034,Germany,136438.48,2025-10-10,2025-11-09,2025-11-22,Paid Late,136438.48,13,True,False,1.7641975311343476
INV_0337,EXP_034,France,18224.43,2023-04-12,2023-05-27,2023-05-24,Paid,18224.43,-3,False,False,0.23564828934132612
INV_0338,EXP_014,USA,26694.63,2026-01-09,2026-04-09,2026-04-12,Paid,26694.63,3,True,False,0.30431247793878513
INV_0339,EXP_002,Canada,117633.07,2023-11-20,2024-02-18,2024-02-14,Paid,117633.07,-4,False,False,1.4118929598402
INV_0340,EXP_009,USA,57594.61,2025-06-04,2025-07-04,2025-07-09,Paid,57594.61,5,True,False,0.6660168479201559
INV_0341,EXP_005,UK,40837.02,2023-04-14,2023-05-14,2023-05-24,Paid Late,40837.02,10,True,False,0.5569094127013523
INV_0342,EXP_010,Canada,65630.2,2024-07-25,2024-10-23,2024-10-27,Paid,65630.2,4,True,False,0.776121955466766
INV_0343,EXP_013,UAE,110039.07,2025-10-18,2025-11-17,2025-11-12,Paid,110039.07,-5,False,False,1.6119567079768826
INV_0344,EXP_027,USA,91876.76,2023-06-06,2023-08-05,2023-08-05,Paid,91876.76,0,False,False,1.0419021173033336
INV_0345,EXP_016,Germany,13031.38,2024-04-23,2024-05-23,2024-05-18,Paid,13031.38,-5,False,False,0.1715337916059376
INV_0346,EXP_031,Singapore,90280.82,2024-08-17,2024-11-15,2024-11-18,Paid,90280.82,3,True,False,1.047095930548794
INV_0347,EXP_019,France,103287.93,2025-02-21,2025-05-22,2025-07-05,Paid Late,103287.93,44,True,False,1.492793040653161
INV_0348,EXP_017,UAE,104085.68,2024-12-24,2025-01-23,2025-01-22,Paid,104085.68,-1,False,False,1.243151316733307
INV_0349,EXP_006,France,104654.78,2023-07-18,2023-08-17,2023-08-14,Paid,104654.78,-3,False,False,1.5078331463882793
INV_0350,EXP_033,Singapore,82212.14,2024-07-14,2024-09-12,2024-10-18,Paid Late,82212.14,36,True,False,1.0650914122137074
INV_0351,EXP_042,Germany,33366.3,2023-10-21,2023-11-20,2023-11-19,Paid,33366.3,-1,False,False,0.4435092042551937
INV_0352,EXP_001,UAE,139400.3,2023-12-11,2024-01-10,,Defaulted,31634.4,769,True,True,1.8440334222702137
INV_0353,EXP_030,UK,8210.57,2023-04-08,2023-06-07,2023-06-08,Paid,8210.57,1,True,False,0.1048863496373423
INV_0354,EXP_010,Germany,92497.04,2025-08-23,2025-10-22,2025-10-26,Paid,92497.04,4,True,False,1.093840694675434
INV_0355,EXP_007,Singapore,5088.89,2023-06-24,2023-08-23,2023-08-21,Paid,5088.89,-2,False,False,0.084435720299811
INV_0356,EXP_014,Singapore,80431.88,2023-06-30,2023-09-28,2023-10-30,Paid Late,80431.88,32,True,False,0.9169044376368961
INV_0357,EXP_040,Canada,141466.52,2026-01-01,2026-04-01,2026-03-27,Paid,141466.52,-5,False,False,1.470692413227666
INV_0358,EXP_035,Germany,81875.53,2023-03-11,2023-06-09,2023-06-17,Paid Late,81875.53,8,True,False,0.8835043494929824
INV_0359,EXP_026,UAE,8604.92,2025-08-09,2025-09-23,2025-09-24,Paid,8604.92,1,True,False,0.1115566932177702
INV_0360,EXP_046,France,139923.72,2025-05-13,2025-07-12,2025-07-14,Paid,139923.72,2,True,False,1.9778146911566021
INV_0361,EXP_023,Germany,141770.2,2023-03-22,2023-05-21,,Defaulted,9398.38,1003,True,True,1.852540389893315
INV_0362,EXP_016,Canada,112002.67,2024-10-28,2024-12-12,2024-12-14,Paid,112002.67,2,True,False,1.4743060715817204
INV_0363,EXP_024,Canada,99256.34,2024-08-27,2024-09-26,2024-09-30,Paid,99256.34,4,True,False,1.1451484176340998
INV_0364,EXP_012,UAE,111810.48,2025-10-09,2025-11-23,2025-11-21,Paid,111810.48,-2,False,False,1.1919384418636918
INV_0365,EXP_023,USA,48402.2,2025-04-14,2025-06-13,2025-06-11,Paid,48402.2,-2,False,False,0.6324815120504464
INV_0366,EXP_047,Canada,63863.7,2024-01-12,2024-02-11,2024-02-09,Paid,63863.7,-2,False,False,0.6874314252750425
INV_0367,EXP_005,Canada,118406.52,2025-03-27,2025-05-11,2025-05-11,Paid,118406.52,0,False,False,1.6147531213886548
INV_0368,EXP_035,France,99272.18,2024-11-07,2025-02-05,2025-02-04,Paid,99272.18,-1,False,False,1.0712285198477525
INV_0369,EXP_038,Germany,137267.51,2024-07-27,2024-09-25,2024-09-30,Paid,137267.51,5,True,False,1.669592874570733
INV_0370,EXP_016,UAE,67536.4,2023-08-18,2023-11-16,2023-11-12,Paid,67536.4,-4,False,False,0.8889906336408918
INV_0371,EXP_019,UAE,81802.99,2024-06-05,2024-07-20,2024-08-02,Paid Late,81802.99,13,True,False,1.1822769047324324
INV_0372,EXP_038,France,89805.52,2023-07-27,2023-10-25,2023-10-27,Paid,89805.52,2,True,False,1.0923098720820348
INV_0373,EXP_022,Canada,111122.94,2025-01-15,2025-03-16,2025-03-17,Paid,111122.94,1,True,False,1.4588174520005437
INV_0374,EXP_046,UAE,39565.15,2024-12-03,2025-03-03,,Overdue,0.0,351,True,True,0.559251390170406
INV_0375,EXP_030,Singapore,51768.49,2024-03-23,2024-05-07,2024-05-06,Paid,51768.49,-1,False,False,0.6613192436502286
INV_0376,EXP_026,Germany,13052.93,2025-01-12,2025-04-12,2025-06-07,Paid Late,13052.93,56,True,False,0.16922199248837053
INV_0377,EXP_035,Canada,149000.17,2024-02-05,2024-04-05,2024-03-31,Paid,149000.17,-5,False,False,1.6078344564022218
INV_0378,EXP_022,USA,107291.07,2025-04-15,2025-06-14,2025-06-15,Paid,107291.07,1,True,False,1.4085128179637074
INV_0379,EXP_036,France,74584.1,2025-01-22,2025-04-22,2025-06-19,Paid Late,74584.1,58,True,False,0.8790666580653252
INV_0380,EXP_017,France,134249.77,2023-01-08,2023-02-22,2023-02-25,Paid,134249.77,3,True,False,1.6034172841705372
INV_0381,EXP_047,USA,143903.59,2025-12-29,2026-01-28,2026-02-02,Paid,143903.59,5,True,False,1.548984007752375
INV_0382,EXP_025,France,120706.22,2023-04-03,2023-05-18,2023-07-01,Paid Late,120706.22,44,True,False,1.7541223681775349
INV_0383,EXP_007,USA,14340.11,2023-08-04,2023-11-02,2023-11-03,Paid,14340.11,1,True,False,0.23793352126466139
INV_0384,EXP_013,Germany,38564.73,2024-08-06,2024-10-05,2024-10-09,Paid,38564.73,4,True,False,0.5649327571999412
INV_0385,EXP_025,UK,7656.27,2023-11-23,2024-02-21,2024-02-25,Paid,7656.27,4,True,False,0.11126215752433152
INV_0386,EXP_001,Germany,81321.34,2025-11-24,2026-01-08,2026-01-12,Paid,81321.34,4,True,False,1.0757456684368658
INV_0387,EXP_022,UAE,108141.29,2023-03-31,2023-04-30,2023-06-22,Paid Late,108141.29,53,True,False,1.4196744716604137
INV_0388,EXP_011,UAE,7346.25,2024-02-14,2024-03-15,2024-03-13,Paid,7346.25,-2,False,False,0.09933542454375005
INV_0389,EXP_035,France,69675.28,2023-01-07,2023-04-07,2023-05-07,Paid Late,69675.28,30,True,False,0.7518536115997222
INV_0390,EXP_015,Germany,104005.44,2024-08-03,2024-10-02,2024-10-28,Paid Late,104005.44,26,True,False,1.3068038426208461
INV_0391,EXP_022,UAE,70665.22,2023-10-27,2023-12-26,2023-12-21,Paid,70665.22,-5,False,False,0.9276901437764142
INV_0392,EXP_001,UK,24471.18,2025-11-08,2026-02-06,2026-02-15,Paid Late,24471.18,9,True,False,0.3237128887268565
INV_0393,EXP_016,France,102979.61,2023-10-29,2023-12-28,2023-12-30,Paid,102979.61,2,True,False,1.3555343303165688
INV_0394,EXP_047,France,72529.5,2024-09-24,2024-10-24,2024-10-25,Paid,72529.5,1,True,False,0.7807104436399112
INV_0395,EXP_050,Germany,131357.47,2024-06-30,2024-09-28,2024-10-02,Paid,131357.47,4,True,False,1.4286183454662917
INV_0396,EXP_032,UK,17092.21,2025-05-03,2025-08-01,2025-08-25,Paid Late,17092.21,24,True,False,0.20348676996222684
INV_0397,EXP_014,UK,99533.19,2025-08-17,2025-11-15,2025-11-26,Paid Late,99533.19,11,True,False,1.134654860773568
INV_0398,EXP_043,UK,62727.31,2025-08-17,2025-10-16,2025-10-15,Paid,62727.31,-1,False,False,0.7104655341849692
INV_0399,EXP_037,Singapore,94785.09,2025-05-19,2025-07-18,,Overdue,0.0,214,True,True,1.272753913010981
INV_0400,EXP_032,USA,145255.46,2024-03-03,2024-04-02,2024-04-06,Paid,145255.46,4,True,False,1.729300328908751
INV_0401,EXP_036,UK,105423.77,2023-01-08,2023-02-22,2023-02-24,Paid,105423.77,2,True,False,1.242550639808585
INV_0402,EXP_047,Germany,139698.34,2025-12-12,2026-01-26,2026-01-25,Paid,139698.34,-1,False,False,1.50371852828379
INV_0403,EXP_010,Germany,129253.14,2024-11-10,2024-12-25,2025-02-10,Paid Late,129253.14,47,True,False,1.5285066900149578
INV_0404,EXP_003,France,124529.39,2024-01-21,2024-03-21,2024-03-24,Paid,124529.39,3,True,False,1.6061237297850288
INV_0405,EXP_043,France,128460.88,2025-06-17,2025-08-01,,Overdue,0.0,200,True,True,1.45498073695606
INV_0406,EXP_018,UAE,70398.09,2024-06-02,2024-07-17,2024-07-14,Paid,70398.09,-3,False,False,0.7131560618622299
INV_0407,EXP_049,France,35950.5,2023-06-05,2023-07-20,,Defaulted,9094.47,943,True,True,0.6109067147974961
INV_0408,EXP_021,Germany,88918.49,2024-11-25,2025-01-09,2025-01-11,Paid,88918.49,2,True,False,1.180096471611395
INV_0409,EXP_027,USA,148518.5,2025-12-19,2026-01-18,2026-01-20,Paid,148518.5,2,True,False,1.6842315685567835
INV_0410,EXP_031,UK,10625.2,2023-06-15,2023-07-15,2023-07-14,Paid,10625.2,-1,False,False,0.12323330338899276
INV_0411,EXP_035,France,108359.87,2025-10-23,2025-12-07,2025-12-02,Paid,108359.87,-5,False,False,1.169292173809368
INV_0412,EXP_016,Canada,83373.66,2025-10-03,2026-01-01,2026-01-05,Paid,83373.66,4,True,False,1.0974585976208426
INV_0413,EXP_017,France,140645.18,2023-04-18,2023-07-17,2023-07-19,Paid,140645.18,2,True,False,1.6798011091361749
INV_0414,EXP_023,Germany,104498.58,2025-08-03,2025-09-02,2025-09-02,Paid,104498.58,0,False,False,1.365504458175962
INV_0415,EXP_043,UAE,92966.13,2023-07-04,2023-08-03,2023-08-02,Paid,92966.13,-1,False,False,1.0529581327743736
INV_0416,EXP_042,USA,117218.36,2024-04-11,2024-07-10,2024-07-15,Paid,117218.36,5,True,False,1.5580817042254858
INV_0417,EXP_023,UAE,18826.7,2024-09-21,2024-11-05,2024-11-10,Paid,18826.7,5,True,False,0.2460123647875539
INV_0418,EXP_008,Singapore,56773.34,2025-09-13,2025-11-12,2025-12-24,Paid Late,56773.34,42,True,False,0.7751397880840338
INV_0419,EXP_047,Singapore,138083.29,2023-06-05,2023-07-20,2023-07-20,Paid,138083.29,0,False,False,1.486334065382479
INV_0420,EXP_004,France,128268.35,2025-02-02,2025-03-04,2025-03-01,Paid,128268.35,-3,False,False,1.5897245112706717
INV_0421,EXP_045,Germany,107578.01,2023-05-21,2023-07-05,2023-07-09,Paid,107578.01,4,True,False,1.931537150633947
INV_0422,EXP_006,Singapore,129353.5,2024-03-29,2024-05-13,2024-05-12,Paid,129353.5,-1,False,False,1.8636845340588961
