invoice_id,exporter_id,importer_country,invoice_amount,risk_score,risk_category,risk_explanation,default_rate_raw,avg_delay_raw,volatility_raw,country_risk_raw
INV_0176,EXP_002,USA,143455.09,40.74,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.7218222020749967,0.10714285714285714
INV_0177,EXP_013,Canada,63126.89,51.32,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,72.26315789473684,0.9247425826955716,0.06206896551724138
INV_0178,EXP_009,Canada,61355.27,19.8,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,0.7095046485893403,0.06206896551724138
INV_0179,EXP_020,Canada,121455.02,29.33,Low,Standard risk profile. No major red flags.,0.0555555555555555,34.611111111111114,1.4916229602109357,0.06206896551724138
INV_0180,EXP_032,USA,56805.07,25.83,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,0.676277685084503,0.10714285714285714
INV_0181,EXP_030,UAE,33838.04,41.76,Medium,Risk Drivers: High-risk importer country (UAE),0.1,52.5,0.4322657859907868,0.13286713286713286
INV_0182,EXP_014,UAE,89492.33,29.55,Low,Risk Drivers: High-risk importer country (UAE),0.0416666666666666,21.25,1.020191427969426,0.13286713286713286
INV_0183,EXP_025,Singapore,72069.55,30.48,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,1.0473263906324732,0.08196721311475409
INV_0184,EXP_004,Singapore,83785.44,41.44,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.038414914167043,0.08196721311475409
INV_0185,EXP_003,Singapore,128966.04,17.82,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,1.6633456341543569,0.08196721311475409
INV_0186,EXP_006,Singapore,127501.38,32.16,Medium,Standard risk profile. No major red flags.,0.0555555555555555,20.61111111111111,1.836999771766255,0.08196721311475409
INV_0187,EXP_040,Canada,27747.09,2.44,Low,Standard risk profile. No major red flags.,0.0,2.375,0.288460016915276,0.06206896551724138
INV_0188,EXP_003,France,32105.26,4.1,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.4140791176839306,0.05755395683453238
INV_0189,EXP_012,Germany,72448.88,6.79,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,0.7723301531481628,0.06289308176100629
INV_0190,EXP_031,Singapore,146117.06,16.89,Low,Standard risk profile. No major red flags.,0.0,2.473684210526316,1.694696380801082,0.08196721311475409
INV_0191,EXP_030,UAE,118776.21,50.86,Medium,Risk Drivers: High-risk importer country (UAE),0.1,52.5,1.5173128163645635,0.13286713286713286
INV_0192,EXP_004,UK,12276.94,35.36,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,0.1521571957649674,0.09210526315789473
INV_0193,EXP_019,Canada,82435.35,63.47,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,1.1914162359900868,0.06206896551724138
INV_0194,EXP_048,Canada,134614.98,45.75,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,1.698758372890806,0.06206896551724138
INV_0195,EXP_047,France,75550.16,25.09,Low,Standard risk profile. No major red flags.,0.0526315789473684,48.05263157894737,0.8132249488920547,0.05755395683453238
INV_0196,EXP_046,Canada,78261.57,58.92,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,103.63157894736842,1.1062233258162435,0.06206896551724138
INV_0197,EXP_033,Germany,75146.05,39.68,Medium,Standard risk profile. No major red flags.,0.0952380952380952,71.0,0.9735473680259616,0.06289308176100629
INV_0198,EXP_004,Singapore,100743.25,43.21,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.2485855931729777,0.08196721311475409
INV_0199,EXP_001,USA,86380.57,63.14,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,1.1426708415602531,0.10714285714285714
INV_0200,EXP_019,Canada,60343.65,60.79,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,0.8721307588177063,0.06206896551724138
INV_0201,EXP_003,Singapore,8519.7,4.79,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.1098832359224558,0.08196721311475409
INV_0202,EXP_036,Canada,17800.31,45.85,Medium,Standard risk profile. No major red flags.,0.1333333333333333,99.1,0.2097988582583525,0.06206896551724138
INV_0203,EXP_010,France,32666.04,15.9,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.3862982413912436,0.05755395683453238
INV_0204,EXP_028,USA,142951.46,54.08,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,1.4720042266773716,0.10714285714285714
INV_0205,EXP_041,Germany,146444.14,59.84,Medium,Risk Drivers: Frequent payment delays (119.2 days avg),0.1176470588235294,119.17647058823528,1.7564114404971063,0.06289308176100629
INV_0206,EXP_043,Canada,26948.65,36.43,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,0.305227292830089,0.06206896551724138
INV_0207,EXP_020,Canada,73604.59,24.4,Low,Standard risk profile. No major red flags.,0.0555555555555555,34.611111111111114,0.9039584894960474,0.06206896551724138
INV_0208,EXP_001,Canada,110397.12,59.82,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,1.4603697337981014,0.06206896551724138
INV_0209,EXP_016,Singapore,89079.66,12.71,Low,Standard risk profile. No major red flags.,0.0,3.5,1.1725674360480454,0.08196721311475409
INV_0210,EXP_045,Germany,65081.28,29.12,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,1.1685186417819968,0.06289308176100629
INV_0211,EXP_049,UK,30384.74,31.82,Medium,Standard risk profile. No major red flags.,0.0588235294117647,65.88235294117646,0.5163277755073247,0.09210526315789473
INV_0212,EXP_007,Canada,26598.81,61.4,Medium,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,0.4413319371155234,0.06206896551724138
INV_0213,EXP_046,France,67875.22,57.08,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,103.63157894736842,0.9594127949248809,0.05755395683453238
INV_0214,EXP_003,Germany,38255.84,5.48,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.4934065157378454,0.06289308176100629
INV_0215,EXP_025,Germany,47428.21,24.94,Low,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,0.6892344408069563,0.06289308176100629
INV_0216,EXP_028,USA,96498.77,50.07,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,0.9936701402641678,0.10714285714285714
INV_0217,EXP_028,Singapore,126865.46,49.35,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,1.3063629664178948,0.08196721311475409
INV_0218,EXP_049,UK,72556.68,37.83,Medium,Standard risk profile. No major red flags.,0.0588235294117647,65.88235294117646,1.232955397432948,0.09210526315789473
INV_0219,EXP_015,USA,70262.57,31.24,Medium,Standard risk profile. No major red flags.,0.0476190476190476,47.714285714285715,0.8828326332585698,0.10714285714285714
INV_0220,EXP_045,UK,66291.41,33.18,Medium,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,1.1902462332488466,0.09210526315789473
INV_0221,EXP_015,Singapore,115084.64,32.62,Medium,Standard risk profile. No major red flags.,0.0476190476190476,47.714285714285715,1.4460113795839595,0.08196721311475409
INV_0222,EXP_032,UAE,8076.34,24.38,Low,Risk Drivers: High-risk importer country (UAE),0.0476190476190476,28.714285714285715,0.0961507224470522,0.13286713286713286
INV_0223,EXP_008,Germany,70759.72,21.81,Low,Standard risk profile. No major red flags.,0.0555555555555555,18.0,0.9660991297268328,0.06289308176100629
INV_0224,EXP_020,USA,100435.03,33.15,Medium,Standard risk profile. No major red flags.,0.0555555555555555,34.611111111111114,1.2334706030057394,0.10714285714285714
INV_0225,EXP_039,UAE,73012.17,33.15,Medium,Risk Drivers: High-risk importer country (UAE),0.0416666666666666,40.833333333333336,0.9967151764214314,0.13286713286713286
INV_0226,EXP_024,France,111122.45,80.17,High,Risk Drivers: High historical default rate (21.1%); Frequent payment delays (157.2 days avg),0.2105263157894736,157.21052631578948,1.2820510788643262,0.05755395683453238
INV_0227,EXP_025,Singapore,92142.36,32.93,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,1.3390277214601447,0.08196721311475409
INV_0228,EXP_012,Germany,144450.44,13.23,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,1.539891720169028,0.06289308176100629
INV_0229,EXP_004,UK,25317.09,36.71,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,0.3137734174256206,0.09210526315789473
INV_0230,EXP_044,Germany,11047.72,50.22,Medium,Risk Drivers: Frequent payment delays (112.9 days avg),0.1428571428571428,112.92857142857144,0.1828009572000998,0.06289308176100629
INV_0231,EXP_009,France,13981.61,14.61,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,0.1616815848053998,0.05755395683453238
INV_0232,EXP_018,Germany,67927.24,6.11,Low,Standard risk profile. No major red flags.,0.0,3.473684210526316,0.6881255297064245,0.06289308176100629
INV_0233,EXP_008,Canada,126101.5,28.04,Low,Standard risk profile. No major red flags.,0.0555555555555555,18.0,1.72169349182343,0.06206896551724138
INV_0234,EXP_032,Germany,83083.95,22.57,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,0.9891339166323816,0.06289308176100629
INV_0235,EXP_049,Germany,115092.84,40.01,Medium,Standard risk profile. No major red flags.,0.0588235294117647,65.88235294117646,1.955772208484273,0.06289308176100629
INV_0236,EXP_011,UK,96959.13,15.11,Low,Standard risk profile. No major red flags.,0.0,2.923076923076923,1.3110738597165428,0.09210526315789473
INV_0237,EXP_012,UAE,103879.47,18.89,Low,Risk Drivers: High-risk importer country (UAE),0.0,3.3157894736842106,1.107391128393565,0.13286713286713286
INV_0238,EXP_031,France,131418.27,12.22,Low,Standard risk profile. No major red flags.,0.0,2.473684210526316,1.5242167241808684,0.05755395683453238
INV_0239,EXP_043,Canada,110831.88,44.4,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,1.2553101803492674,0.06206896551724138
INV_0240,EXP_013,Germany,95519.95,55.4,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,72.26315789473684,1.3992668617438917,0.06289308176100629
INV_0241,EXP_037,Germany,93048.95,49.71,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.2494413964692457,0.06289308176100629
INV_0242,EXP_026,USA,47052.12,38.92,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,0.6099974103287085,0.10714285714285714
INV_0243,EXP_020,Germany,83718.57,25.55,Low,Standard risk profile. No major red flags.,0.0555555555555555,34.611111111111114,1.028171097481409,0.06289308176100629
INV_0244,EXP_007,France,99204.95,70.9,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,1.6460252453003963,0.05755395683453238
INV_0245,EXP_039,Germany,106695.31,27.71,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.4565357354806645,0.06289308176100629
INV_0246,EXP_016,UK,118436.73,17.3,Low,Standard risk profile. No major red flags.,0.0,3.5,1.5589984608160226,0.09210526315789473
INV_0247,EXP_007,France,119724.5,73.76,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg); Unusual invoice amount (high volatility),0.1904761904761904,113.28571428571428,1.9864890762100815,0.05755395683453238
INV_0248,EXP_003,USA,145261.93,22.93,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,1.8735226504150688,0.10714285714285714
INV_0249,EXP_005,USA,76789.93,44.62,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,1.047212426804844,0.10714285714285714
INV_0250,EXP_023,France,147926.48,69.22,Medium,Risk Drivers: Frequent payment delays (138.9 days avg),0.1428571428571428,138.89285714285714,1.9329857680580664,0.05755395683453238
INV_0251,EXP_044,Germany,121171.43,65.51,Medium,Risk Drivers: Frequent payment delays (112.9 days avg); Unusual invoice amount (high volatility),0.1428571428571428,112.92857142857144,2.00496151145258,0.06289308176100629
INV_0252,EXP_032,Canada,58272.71,19.99,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,0.6937502835996958,0.06206896551724138
INV_0253,EXP_038,Canada,5959.57,33.3,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,0.0724866037673845,0.06206896551724138
INV_0254,EXP_042,UK,128727.95,52.79,Medium,Standard risk profile. No major red flags.,0.1,82.05,1.7110686731792963,0.09210526315789473
INV_0255,EXP_003,Canada,38748.11,5.42,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.4997555914737925,0.06206896551724138
INV_0256,EXP_020,UAE,25214.6,28.82,Low,Risk Drivers: High-risk importer country (UAE),0.0555555555555555,34.611111111111114,0.3096675320010211,0.13286713286713286
INV_0257,EXP_021,UAE,99702.17,29.93,Low,Risk Drivers: High-risk importer country (UAE),0.0476190476190476,4.238095238095238,1.323213867318254,0.13286713286713286
INV_0258,EXP_024,France,148042.99,83.74,High,Risk Drivers: High historical default rate (21.1%); Frequent payment delays (157.2 days avg),0.2105263157894736,157.21052631578948,1.708013772624709,0.05755395683453238
INV_0259,EXP_039,Singapore,73933.03,26.49,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.0092861647561082,0.08196721311475409
INV_0260,EXP_003,Germany,67588.78,8.65,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.8717295043782015,0.06289308176100629
INV_0261,EXP_018,UAE,116062.63,19.49,Low,Risk Drivers: High-risk importer country (UAE),0.0,3.473684210526316,1.1757530373362843,0.13286713286713286
INV_0262,EXP_005,France,39986.12,33.82,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,0.5453053774591241,0.05755395683453238
INV_0263,EXP_043,France,140245.35,46.59,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,1.588454654036782,0.05755395683453238
INV_0264,EXP_007,Singapore,10525.35,61.81,Medium,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,0.1746383806011951,0.08196721311475409
INV_0265,EXP_007,UK,123537.78,78.88,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg); Unusual invoice amount (high volatility),0.1904761904761904,113.28571428571428,2.049759660464185,0.09210526315789473
INV_0266,EXP_014,Germany,117295.36,22.92,Low,Standard risk profile. No major red flags.,0.0416666666666666,21.25,1.3371394041543885,0.06289308176100629
INV_0267,EXP_004,France,56473.49,35.36,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,0.6999177216359231,0.05755395683453238
INV_0268,EXP_030,UAE,84937.42,47.23,Medium,Risk Drivers: High-risk importer country (UAE),0.1,52.5,1.0850374494601216,0.13286713286713286
INV_0269,EXP_003,Canada,23094.36,3.73,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,0.297860606401414,0.06206896551724138
INV_0270,EXP_031,Germany,114250.86,11.26,Low,Standard risk profile. No major red flags.,0.0,2.473684210526316,1.3251054938103128,0.06289308176100629
INV_0271,EXP_011,Canada,139876.82,15.99,Low,Standard risk profile. No major red flags.,0.0,2.923076923076923,1.8914035458267424,0.06206896551724138
INV_0272,EXP_015,Canada,114237.56,29.89,Low,Standard risk profile. No major red flags.,0.0476190476190476,47.714285714285715,1.4353680190154423,0.06206896551724138
INV_0273,EXP_007,UAE,88011.8,79.35,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg); High-risk importer country (UAE),0.1904761904761904,113.28571428571428,1.460306614582533,0.13286713286713286
INV_0274,EXP_045,UK,134703.01,43.48,Medium,Risk Drivers: Unusual invoice amount (high volatility),0.0555555555555555,46.94444444444444,2.4185599651565974,0.09210526315789473
INV_0275,EXP_010,Singapore,57752.59,21.63,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.6829638350038609,0.08196721311475409
INV_0276,EXP_002,France,53760.86,25.12,Low,Standard risk profile. No major red flags.,0.0625,45.8125,0.6452656531786053,0.05755395683453238
INV_0277,EXP_018,UK,146190.93,16.64,Low,Standard risk profile. No major red flags.,0.0,3.473684210526316,1.480962735193198,0.09210526315789473
INV_0278,EXP_045,Canada,12558.66,21.1,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,0.2254877028509871,0.06206896551724138
INV_0279,EXP_014,Germany,40693.36,15.59,Low,Standard risk profile. No major red flags.,0.0416666666666666,21.25,0.4638946940734912,0.06289308176100629
INV_0280,EXP_044,Singapore,46416.58,57.67,Medium,Risk Drivers: Frequent payment delays (112.9 days avg),0.1428571428571428,112.92857142857144,0.768031345287083,0.08196721311475409
INV_0281,EXP_002,UK,131913.33,37.58,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.5832920277952194,0.09210526315789473
INV_0282,EXP_017,Germany,98552.27,39.03,Medium,Standard risk profile. No major red flags.,0.0869565217391304,66.95652173913044,1.17706282187479,0.06289308176100629
INV_0283,EXP_019,UK,57027.41,64.37,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,0.8242020221963446,0.09210526315789473
INV_0284,EXP_023,UAE,107374.44,74.78,High,Risk Drivers: Frequent payment delays (138.9 days avg); High-risk importer country (UAE),0.1428571428571428,138.89285714285714,1.4030839128545798,0.13286713286713286
INV_0285,EXP_022,France,66789.78,47.81,Medium,Standard risk profile. No major red flags.,0.12,96.52,0.8768135245456686,0.05755395683453238
INV_0286,EXP_030,Canada,8470.57,29.64,Low,Standard risk profile. No major red flags.,0.1,52.5,0.1082077330377285,0.06206896551724138
INV_0287,EXP_025,USA,66493.56,33.14,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,0.9662951994997028,0.10714285714285714
INV_0288,EXP_026,UK,15389.53,33.48,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,0.19951435655133,0.09210526315789473
INV_0289,EXP_023,France,106611.99,64.7,Medium,Risk Drivers: Frequent payment delays (138.9 days avg),0.1428571428571428,138.89285714285714,1.393120821737588,0.05755395683453238
INV_0290,EXP_048,Canada,120257.0,44.23,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,1.5175694833422673,0.06206896551724138
INV_0291,EXP_038,Canada,93535.82,42.23,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,1.1376817324735522,0.06206896551724138
INV_0292,EXP_025,UK,122523.01,37.97,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,1.780524255149733,0.09210526315789473
INV_0293,EXP_035,Germany,137501.36,35.78,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.4837528333703656,0.06289308176100629
INV_0294,EXP_010,Germany,53407.46,18.67,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.6315797040343178,0.06289308176100629
INV_0295,EXP_011,UK,44140.88,9.12,Low,Standard risk profile. No major red flags.,0.0,2.923076923076923,0.5968695667224401,0.09210526315789473
INV_0296,EXP_041,UK,100696.5,59.12,Medium,Risk Drivers: Frequent payment delays (119.2 days avg),0.1176470588235294,119.17647058823528,1.2077266090539156,0.09210526315789473
INV_0297,EXP_014,France,40865.53,14.9,Low,Standard risk profile. No major red flags.,0.0416666666666666,21.25,0.4658573914147438,0.05755395683453238
INV_0298,EXP_032,UAE,111416.01,34.69,Medium,Risk Drivers: High-risk importer country (UAE),0.0476190476190476,28.714285714285715,1.326433737765869,0.13286713286713286
INV_0299,EXP_002,UK,102959.63,34.66,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.2357747421261032,0.09210526315789473
INV_0300,EXP_010,UAE,85504.09,31.14,Medium,Risk Drivers: High-risk importer country (UAE),0.0357142857142857,35.714285714285715,1.0111442831380424,0.13286713286713286
INV_0301,EXP_013,UK,49171.31,53.59,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,72.26315789473684,0.7203080050977417,0.09210526315789473
INV_0302,EXP_032,France,120663.19,25.62,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,1.4365235850974492,0.05755395683453238
INV_0303,EXP_036,Singapore,146171.61,61.18,Medium,Standard risk profile. No major red flags.,0.1333333333333333,99.1,1.722814764899329,0.08196721311475409
INV_0304,EXP_031,UAE,41756.88,13.5,Low,Risk Drivers: High-risk importer country (UAE),0.0,2.473684210526316,0.4843050729979448,0.13286713286713286
INV_0305,EXP_048,Singapore,31265.55,37.46,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,0.3945520390489687,0.08196721311475409
INV_0306,EXP_045,USA,47039.42,32.28,Medium,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,0.844581409102785,0.10714285714285714
INV_0307,EXP_028,UAE,97722.16,53.59,Medium,Risk Drivers: High-risk importer country (UAE),0.1052631578947368,83.57894736842105,1.006267669879289,0.13286713286713286
INV_0308,EXP_004,Canada,10623.35,31.2,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,0.1316630321260645,0.06206896551724138
INV_0309,EXP_043,UAE,84167.33,51.27,Medium,Risk Drivers: High historical default rate (15.0%); High-risk importer country (UAE),0.15,30.0,0.9533006766809,0.13286713286713286
INV_0310,EXP_040,UAE,76962.24,16.13,Low,Risk Drivers: High-risk importer country (UAE),0.0,2.375,0.8001029676350759,0.13286713286713286
INV_0311,EXP_009,Singapore,95871.56,25.79,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,1.1086466979529526,0.08196721311475409
INV_0312,EXP_025,Germany,9359.7,20.3,Low,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,0.1360166785889846,0.06289308176100629
INV_0313,EXP_021,France,100417.6,20.0,Low,Standard risk profile. No major red flags.,0.0476190476190476,4.238095238095238,1.332708815092164,0.05755395683453238
INV_0314,EXP_036,UAE,72717.0,60.68,Medium,Risk Drivers: High-risk importer country (UAE),0.1333333333333333,99.1,0.857060555460698,0.13286713286713286
INV_0315,EXP_048,Germany,79317.81,40.01,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,1.0009420486253615,0.06289308176100629
INV_0316,EXP_028,UK,145640.45,52.32,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,1.4996933782641635,0.09210526315789473
INV_0317,EXP_048,UAE,40031.93,45.14,Medium,Risk Drivers: High-risk importer country (UAE),0.0909090909090909,75.72727272727273,0.5051783707168299,0.13286713286713286
INV_0318,EXP_016,USA,60582.95,12.91,Low,Standard risk profile. No major red flags.,0.0,3.5,0.7974614446185238,0.10714285714285714
INV_0319,EXP_028,UK,149319.29,52.64,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,1.5375752441035877,0.09210526315789473
INV_0320,EXP_043,UK,84539.65,45.89,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,0.9575176680948112,0.09210526315789473
INV_0321,EXP_014,UAE,62336.97,26.95,Low,Risk Drivers: High-risk importer country (UAE),0.0416666666666666,21.25,0.7106267368341764,0.13286713286713286
INV_0322,EXP_027,UAE,74879.45,38.91,Medium,Risk Drivers: High-risk importer country (UAE),0.0588235294117647,60.11764705882353,0.8491489849828084,0.13286713286713286
INV_0323,EXP_018,Singapore,96589.92,11.08,Low,Standard risk profile. No major red flags.,0.0,3.473684210526316,0.978488009586451,0.08196721311475409
INV_0324,EXP_039,USA,53600.51,27.51,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,0.7317196815397857,0.10714285714285714
INV_0325,EXP_018,USA,65448.4,11.78,Low,Standard risk profile. No major red flags.,0.0,3.473684210526316,0.6630140561936264,0.10714285714285714
INV_0326,EXP_037,USA,99673.99,56.33,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.3384010164248132,0.10714285714285714
INV_0327,EXP_024,Germany,14816.19,71.56,High,Risk Drivers: High historical default rate (21.1%); Frequent payment delays (157.2 days avg),0.2105263157894736,157.21052631578948,0.1709385670866584,0.06289308176100629
INV_0328,EXP_044,Canada,64352.25,57.51,Medium,Risk Drivers: Frequent payment delays (112.9 days avg),0.1428571428571428,112.92857142857144,1.064803678766309,0.06206896551724138
INV_0329,EXP_032,Germany,59618.16,20.23,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,0.7097681814985444,0.06289308176100629
INV_0330,EXP_039,France,83228.06,24.32,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.1361759348628246,0.05755395683453238
INV_0331,EXP_023,Canada,129108.75,67.76,Medium,Risk Drivers: Frequent payment delays (138.9 days avg),0.1428571428571428,138.89285714285714,1.6870906161071828,0.06206896551724138
INV_0332,EXP_008,Singapore,66189.82,23.82,Low,Standard risk profile. No major red flags.,0.0555555555555555,18.0,0.9037052082565576,0.08196721311475409
INV_0333,EXP_023,UAE,18591.81,65.05,Medium,Risk Drivers: Frequent payment delays (138.9 days avg); High-risk importer country (UAE),0.1428571428571428,138.89285714285714,0.2429430088003151,0.13286713286713286
INV_0334,EXP_035,France,114902.81,33.03,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.2398958810277716,0.05755395683453238
INV_0335,EXP_009,UK,118990.56,29.38,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,1.3759919149283968,0.09210526315789473
INV_0336,EXP_034,Germany,136438.48,39.83,Medium,Standard risk profile. No major red flags.,0.0769230769230769,55.46153846153846,1.7641975311343476,0.06289308176100629
INV_0337,EXP_034,France,18224.43,26.3,Low,Standard risk profile. No major red flags.,0.0769230769230769,55.46153846153846,0.2356482893413261,0.05755395683453238
INV_0338,EXP_014,USA,26694.63,20.13,Low,Standard risk profile. No major red flags.,0.0416666666666666,21.25,0.3043124779387851,0.10714285714285714
INV_0339,EXP_002,Canada,117633.07,32.15,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.4118929598402,0.06206896551724138
INV_0340,EXP_009,USA,57594.61,25.42,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,0.6660168479201559,0.10714285714285714
INV_0341,EXP_005,UK,40837.02,38.51,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,0.5569094127013523,0.09210526315789473
INV_0342,EXP_010,Canada,65630.2,19.77,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.776121955466766,0.06206896551724138
INV_0343,EXP_013,UAE,110039.07,66.48,Medium,Risk Drivers: High historical default rate (15.8%); High-risk importer country (UAE),0.1578947368421052,72.26315789473684,1.6119567079768826,0.13286713286713286
INV_0344,EXP_027,USA,91876.76,37.11,Medium,Standard risk profile. No major red flags.,0.0588235294117647,60.11764705882353,1.0419021173033336,0.10714285714285714
INV_0345,EXP_016,Germany,13031.38,1.79,Low,Standard risk profile. No major red flags.,0.0,3.5,0.1715337916059376,0.06289308176100629
INV_0346,EXP_031,Singapore,90280.82,11.46,Low,Standard risk profile. No major red flags.,0.0,2.473684210526316,1.047095930548794,0.08196721311475409
INV_0347,EXP_019,France,103287.93,65.39,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,1.492793040653161,0.05755395683453238
INV_0348,EXP_017,UAE,104085.68,48.88,Medium,Risk Drivers: High-risk importer country (UAE),0.0869565217391304,66.95652173913044,1.243151316733307,0.13286713286713286
INV_0349,EXP_006,France,104654.78,26.15,Low,Standard risk profile. No major red flags.,0.0555555555555555,20.61111111111111,1.5078331463882793,0.05755395683453238
INV_0350,EXP_033,Singapore,82212.14,42.99,Medium,Standard risk profile. No major red flags.,0.0952380952380952,71.0,1.0650914122137074,0.08196721311475409
